;FFMETADATA1
title=Machine Gun Clippy
artist=Leo Laporte, Alex Lindsay, Rene Ritchie, Andy Ihnatko
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2022-01-18
track=801
language=English
genre=Podcast
comment=Safari bug, Netherlands App Store ruling, Apple Watch ads
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:02.480]   [MUSIC PLAYING]
[01:14:14.440 --> 01:14:21.440]   According to nine to five Mac likely representing the upcoming iPhone SE plus and the iPad Air.
[01:14:21.440 --> 01:14:27.440]   The new iPhone models, a 25 95 20 73 27 84.
[01:14:27.440 --> 01:14:29.440]   Quite a few on the iPad.
[01:14:29.440 --> 01:14:35.440]   One, two, three, four, five, six, seven, eight iPad models.
[01:14:35.440 --> 01:14:38.440]   Do they, do they give a different model number for a different color?
[01:14:38.440 --> 01:14:39.440]   Sometimes.
[01:14:39.440 --> 01:14:40.440]   Sometimes.
[01:14:40.440 --> 01:14:41.440]   Okay.
[01:14:41.440 --> 01:14:42.440]   Yeah.
[01:14:42.440 --> 01:14:44.440]   So, but a lot of SKUs that's 11 new.
[01:14:44.440 --> 01:14:47.440]   It could just be also radios, but they, their radios are so simple these days.
[01:14:47.440 --> 01:14:55.440]   If now I don't know what the timelines are, but it's now that what I think that bodes well for a spring release.
[01:14:55.440 --> 01:14:56.440]   Yes.
[01:14:56.440 --> 01:14:57.440]   It doesn't.
[01:14:57.440 --> 01:15:01.440]   It doesn't because like this is the iPhone SE, which is basically the old iPhone SE with a 5G radio
[01:15:01.440 --> 01:15:04.440]   and a faster processor, which is fine.
[01:15:04.440 --> 01:15:11.440]   And also the iPad Air is basically the same iPad Air, but with a 5G radio, you know, and a faster processor in it.
[01:15:11.440 --> 01:15:18.440]   So it's a, it's a very SE upgrade, but I think people who had their hopes set on M2 Max are going to be sad.
[01:15:18.440 --> 01:15:20.440]   Yeah.
[01:15:20.440 --> 01:15:22.440]   Well, there will be other things.
[01:15:22.440 --> 01:15:26.440]   What you think the M2 Max will be June, WWDC.
[01:15:26.440 --> 01:15:36.440]   I hope for sure. Like I think the unveiling, like, you know, they often show the Mac Pro, Mac Pro, sorry, June and then ship it December 31st at 11.
[01:15:36.440 --> 01:15:37.440]   59 p.m.
[01:15:37.440 --> 01:15:39.440]   Well, June is coming quicker than we think.
[01:15:39.440 --> 01:15:40.440]   I hope.
[01:15:40.440 --> 01:15:41.440]   Yeah.
[01:15:41.440 --> 01:15:42.440]   Is it?
[01:15:42.440 --> 01:15:46.440]   You think 2022 is going to be fast like 2021 or slow like 2020.
[01:15:46.440 --> 01:15:48.440]   I'm not sure yet feels like.
[01:15:48.440 --> 01:15:49.440]   So.
[01:15:49.440 --> 01:15:51.440]   2021 hardly happened.
[01:15:51.440 --> 01:15:54.440]   It was just like it's been 2022 for a year already.
[01:15:54.440 --> 01:15:55.440]   Yeah.
[01:15:55.440 --> 01:15:56.440]   Yeah.
[01:15:56.440 --> 01:15:57.440]   Yeah.
[01:15:57.440 --> 01:16:10.440]   So maybe iPad Air 5 also rumored with 5G center stage camera also spring, according to 95 Mac and Mako Takara.
[01:16:10.440 --> 01:16:14.440]   That's exciting reliable sources in China.
[01:16:14.440 --> 01:16:18.440]   Does that seem credible? iPad Air 5.
[01:16:18.440 --> 01:16:19.440]   Yeah.
[01:16:19.440 --> 01:16:23.440]   I mean, it'll be like the 2016 event where we got the iPhone SE and the small iPad Pro.
[01:16:23.440 --> 01:16:25.440]   It's basically what the iPad is becoming.
[01:16:25.440 --> 01:16:26.440]   And this would be the debut.
[01:16:26.440 --> 01:16:27.440]   No, not the.
[01:16:27.440 --> 01:16:28.440]   Yeah.
[01:16:28.440 --> 01:16:30.440]   I guess the debut of the A15 on the iPad, right?
[01:16:30.440 --> 01:16:31.440]   I don't think they put that on there.
[01:16:31.440 --> 01:16:32.440]   The mini has A15.
[01:16:32.440 --> 01:16:33.440]   The mini does.
[01:16:33.440 --> 01:16:34.440]   The mini does.
[01:16:34.440 --> 01:16:35.440]   I love that mini.
[01:16:35.440 --> 01:16:36.440]   And do I love that?
[01:16:36.440 --> 01:16:37.440]   Yeah.
[01:16:37.440 --> 01:16:38.440]   It's so fast.
[01:16:38.440 --> 01:16:39.440]   So great.
[01:16:39.440 --> 01:16:40.440]   Okay.
[01:16:40.440 --> 01:16:41.440]   Okay.
[01:16:41.440 --> 01:16:52.440]   And then the SE plus this year will be replaced next year, according to some rumors, by a bigger SE.
[01:16:52.440 --> 01:16:55.440]   Next year or the year after with an iPhone XR, iPhone 11 chassis.
[01:16:55.440 --> 01:16:57.440]   So it'll go to the modern people who are going to stick it.
[01:16:57.440 --> 01:17:00.440]   Like people who just want their home button will be really sad at that point.
[01:17:00.440 --> 01:17:01.440]   Oh, that's right.
[01:17:01.440 --> 01:17:02.440]   People want it to modern.
[01:17:02.440 --> 01:17:03.440]   That's right.
[01:17:03.440 --> 01:17:04.440]   I forgot about that.
[01:17:04.440 --> 01:17:05.440]   Yeah.
[01:17:05.440 --> 01:17:07.440]   When are we going to see type C on an iPhone?
[01:17:07.440 --> 01:17:10.440]   Does it have to be USB C?
[01:17:10.440 --> 01:17:11.440]   I think it has to come.
[01:17:11.440 --> 01:17:12.440]   I think it has to be sometime soon.
[01:17:12.440 --> 01:17:14.440]   I mean, I don't know about type C, but I think Thunderbolt.
[01:17:14.440 --> 01:17:15.440]   I mean, we need faster.
[01:17:15.440 --> 01:17:19.440]   I mean, now that you're doing ProRes, you really need a faster connector.
[01:17:19.440 --> 01:17:21.440]   So maybe I don't think they're going to do it.
[01:17:21.440 --> 01:17:29.440]   I think they're going to look at it and say that six year old technology and we're going to be Apple and we're going to make like I was joking in my video today. I did a 20 minute video today on what Apple could do post lightning.
[01:17:29.440 --> 01:17:33.440]   And you could see like a lightning type C, which is half because type C just a plug.
[01:17:33.440 --> 01:17:34.440]   You use type C for a lot of things.
[01:17:34.440 --> 01:17:41.440]   There's a whole bunch of different protocols behind type C or they could just go MagSafe and then you slap MagSafe on the back and it charges and does data exchange.
[01:17:41.440 --> 01:17:42.440]   Yeah.
[01:17:42.440 --> 01:17:44.440]   That seems like more of my own than a six year old plug.
[01:17:44.440 --> 01:17:46.440]   I agree with you.
[01:17:46.440 --> 01:17:51.440]   Actually, I think having USB three or four over type C is very, very viable.
[01:17:51.440 --> 01:17:57.440]   I think it's maybe the most convenient solution for people who are using actual humans or using phones.
[01:17:57.440 --> 01:18:04.440]   But I don't I think that Apple is going to make that kind of a big change where they're going to suddenly get rid of you as lightning on the most popular platform.
[01:18:04.440 --> 01:18:10.440]   I do think that the Apple that I know and love is going to say, why don't we just have no no ports whatsoever.
[01:18:10.440 --> 01:18:13.440]   And that's where as that might have been said in just a couple of years ago.
[01:18:13.440 --> 01:18:15.440]   Now it's like, yeah, you know what, they've got MagSafe.
[01:18:15.440 --> 01:18:22.440]   They could even put a Poga plug on the surface on the surface of it for to do stuff that they wouldn't that couldn't do wirelessly.
[01:18:22.440 --> 01:18:24.440]   I don't I let me be really clear.
[01:18:24.440 --> 01:18:39.440]   I don't that wouldn't be my favorite way to do to access data on a phone because something like like Alex said, sometimes I just don't I just can't use iCloud as a way of moving data from one place or another.
[01:18:39.440 --> 01:18:43.440]   Sometimes a drop is not going to work for for this huge file.
[01:18:43.440 --> 01:18:52.440]   But I that is that feels like the sort of thing that Apple would do rather than simply say this rather simply use the standard that they're going to probably want to get rid of in three years anyway.
[01:18:52.440 --> 01:19:06.440]   Yeah, I saw this great conversation between John Gruber and Steve Aquino who does all the great accessibility stuff and they were just talking about how they can barely see the lightning port now like for them it's it's not an advantage like they can barely get it in and it's really tough and you got to fiddle with it a lot.
[01:19:06.440 --> 01:19:25.440]   And if it just had something like MagSafe and MagSafe could be like it is on the Mac could just be, you know, and I just want to point out the irony the irony that I saw where everybody who's been lobbying for USB on the iPhone to get rid of lightning go standardized USB a lot of them were also lobbying to get rid of USB on the Mac book and go to MagSafe because it's just so convenient.
[01:19:25.440 --> 01:19:39.440]   And it turns out that like convenience versus compatibility is like a big internal battle inside nerd hearts, but to have something that would be like as easy and accessible just a magnetic version of USB C, you bring it close enough to go slack and you're connected.
[01:19:39.440 --> 01:19:43.440]   That's a huge win for anybody in accessibility community.
[01:19:43.440 --> 01:19:54.440]   I think you could put you could build a MagSafe ahead of USB C in the center of it so that if you're in Europe you can use the USB C and the MagSafe is the cool one whatever one will use but yeah we got the other one just in case you want to.
[01:19:54.440 --> 01:20:02.440]   Well the European Union doesn't care about like they only care about the plug so if they can show it's MagSafe then they're exempt from all that regulation.
[01:20:02.440 --> 01:20:20.440]   Yeah, which is also interesting. Well the solution is to support right to repair and user upgradability 100% there's a I flagged a story that came across a couple of days ago where someone because you know the framework laptop which is all modular you can fix everything yourself and also the ports are like modules you can slide in and out.
[01:20:20.440 --> 01:20:35.440]   So I don't think that's really that but the schematics are the schematics are open source the CAD files are open source so someone said I want MagSafe on my framework laptop so they made a MagSafe compatible or MagSafe like power connector for the framework and I'm like
[01:20:35.440 --> 01:20:44.440]   I don't want to switch to Windows but I kind of really want that laptop now.
[01:20:44.440 --> 01:20:53.440]   I'm going to give credit to Michael Sargent because I think he put this in the rundown of course our producer and the host of iOS today and I just set this up and it's the coolest thing ever.
[01:20:53.440 --> 01:21:15.440]   So it comes from a guy who was a developer, a summer developer, former Apple Worldwide Developer Conference Student Scholarship winner, recent UC Santa Barbara grad named Matt Moss and it was a side project which he built for his girlfriend and it's now one of the hottest apps on the iPhone.
[01:21:15.440 --> 01:21:25.440]   So I'm talking about Locket. Have you seen this? You can have up to five friends be your Locket contacts and then it becomes a widget.
[01:21:25.440 --> 01:21:33.440]   It could be a pretty big widget too on your home screen and they can automatically send photos to your home screen into the widget.
[01:21:33.440 --> 01:21:43.440]   It's perfect for the one person you care a lot about to have a Locket. I love the name. I've just asked Lisa to...
[01:21:43.440 --> 01:21:48.440]   No, no, you don't send those. You send nice pictures.
[01:21:48.440 --> 01:21:52.440]   Like the guys in the shower and just a whole bunch of photos are just being jammed into your home screen.
[01:21:52.440 --> 01:21:54.440]   Please stop. Please stop.
[01:21:54.440 --> 01:22:02.440]   I'm thinking more like you found out that your partner cheated on you but you're playing dumb because you know that in two weeks time they're going to be getting a little bit more on your phone.
[01:22:02.440 --> 01:22:08.440]   In two weeks time they're going to be giving a keynote in front of 500 people and they're doing it from their iPad.
[01:22:08.440 --> 01:22:13.440]   Well, honey, I just found this really great. I just wanted to...
[01:22:13.440 --> 01:22:30.440]   Back in the iMore days we actually got a really angry letter about when Apple started doing the photo stream because someone sent her husband a bunch of photos while she was away traveling and they had just set up to show their parents how the Apple TV world and they had photo stream as a screensaver.
[01:22:30.440 --> 01:22:34.440]   So, like, I'll be in laws or just like Apple needs to stop this technology immediately.
[01:22:34.440 --> 01:22:36.440]   Of course, the insight into that one.
[01:22:36.440 --> 01:22:37.440]   The insight into that one.
[01:22:37.440 --> 01:22:39.440]   It was did by three to be fair.
[01:22:39.440 --> 01:22:40.440]   Yeah.
[01:22:40.440 --> 01:22:41.440]   Yeah.
[01:22:41.440 --> 01:22:46.440]   I was excited about it except for that I've really gotten against this whole like, give me your contacts.
[01:22:46.440 --> 01:22:51.440]   I know it says it doesn't save them but it was like, it said, "Okay, now I want, you know, please give me access.
[01:22:51.440 --> 01:22:55.440]   I won't work with an app now that asks for my contact list."
[01:22:55.440 --> 01:22:58.440]   Like it's just, you know, like it's like, "Whoop, I'm not going to do that."
[01:22:58.440 --> 01:23:00.440]   It's one that does but you can't do it.
[01:23:00.440 --> 01:23:01.440]   You can't do it.
[01:23:01.440 --> 01:23:02.440]   You can't use it.
[01:23:02.440 --> 01:23:04.440]   You can't use it without it says it stays on your phone.
[01:23:04.440 --> 01:23:06.440]   It says they're not sending it to themselves.
[01:23:06.440 --> 01:23:07.440]   I know it does.
[01:23:07.440 --> 01:23:09.440]   I just don't want, I don't have any reason for that.
[01:23:09.440 --> 01:23:11.440]   I want to be able to invite people.
[01:23:11.440 --> 01:23:15.440]   I just want to be able to invite people to do it and connect through them and not.
[01:23:15.440 --> 01:23:17.440]   I get the stickiness of doing that.
[01:23:17.440 --> 01:23:18.440]   That's, I don't appreciate that.
[01:23:18.440 --> 01:23:20.440]   You know, like, and so, how are you super excited about it?
[01:23:20.440 --> 01:23:21.440]   How else you can invite someone?
[01:23:21.440 --> 01:23:23.440]   You could just invite someone and create a connection.
[01:23:23.440 --> 01:23:24.440]   Yeah.
[01:23:24.440 --> 01:23:26.440]   Oh, but it makes you, you have to get.
[01:23:26.440 --> 01:23:28.440]   You can't use it without it.
[01:23:28.440 --> 01:23:30.440]   Matthew, knock it off.
[01:23:30.440 --> 01:23:32.440]   It's a great idea.
[01:23:32.440 --> 01:23:39.320]   But I have to admit, I've started to take kind of a, I think, clubhouse got me super sensitive
