;FFMETADATA1
title=TWiT 48: Apple's 30th Anniversary
comment=http://twit.tv/48
album=TWiT April 2006
TYER=2006-04-02
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100
;FFMETADATA1
title=TWiT 48: Apple's 30th Anniversary
comment=http://twit.tv/48
album=TWiT April 2006
TYER=2006-04-02
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.000]   This is Twit, this weekend tech, episode 48 for April 2nd, 2006.
[00:48:10.400 --> 00:48:13.240]   And I talked to one of the kids the next year and they said, "Yes, Steve told us where
[00:48:13.240 --> 00:48:14.280]   it was so we cut it."
[00:48:14.280 --> 00:48:19.480]   And now we've learned finally the root of Steve Jobs' paranoia and secrecy.
[00:48:19.480 --> 00:48:21.520]   It all goes back to 1972.
[00:48:21.520 --> 00:48:22.520]   Maybe.
[00:48:22.520 --> 00:48:23.520]   It could be.
[00:48:23.520 --> 00:48:26.520]   Well, he talked like he didn't tell anyone.
[00:48:26.520 --> 00:48:28.520]   When I asked him, "Did you tell them?"
[00:48:28.520 --> 00:48:30.320]   No, I didn't, but he did.
[00:48:30.320 --> 00:48:32.200]   Now, you said there were two pranks.
[00:48:32.200 --> 00:48:33.680]   Does anybody know about this other one?
[00:48:33.680 --> 00:48:35.360]   A few people must know about it.
[00:48:35.360 --> 00:48:40.880]   We met a phone freak up at Berkeley who was also said he could pick locks named Groucho.
[00:48:40.880 --> 00:48:43.680]   That was his call name back then.
[00:48:43.680 --> 00:48:45.880]   So we said, "Oh, come down to the high school.
[00:48:45.880 --> 00:48:48.120]   Steve knew how the sprinkler system worked at the high school.
[00:48:48.120 --> 00:48:50.120]   He could pick his way into the shed.
[00:48:50.120 --> 00:48:54.960]   We would open up the switches, attach the fishing line to the switches and turn the sprinklers
[00:48:54.960 --> 00:48:59.640]   on the parents on the football field while the students are watching in the stands during
[00:48:59.640 --> 00:49:00.640]   graduation.
[00:49:00.640 --> 00:49:04.480]   And then we went to, my idea was a poxie of shut so the janitor came over and turned
[00:49:04.480 --> 00:49:05.480]   off.
[00:49:05.480 --> 00:49:07.000]   Oh, no.
[00:49:07.000 --> 00:49:08.000]   What happened?
[00:49:08.000 --> 00:49:09.000]   He picked it.
[00:49:09.000 --> 00:49:10.000]   He picked it.
[00:49:10.000 --> 00:49:12.480]   He picked it midnight and 2 a.m. and couldn't get into the building.
[00:49:12.480 --> 00:49:16.400]   So I climbed up on top and moved something on top and there was a hole down in the building,
[00:49:16.400 --> 00:49:18.440]   but it was the wrong half of the building.
[00:49:18.440 --> 00:49:20.440]   So it didn't come off.
[00:49:20.440 --> 00:49:23.080]   Well, maybe a good thing.
[00:49:23.080 --> 00:49:27.320]   We might have ended up your years in juvenile detention center instead of designing the
[00:49:27.320 --> 00:49:28.320]   Apple One computer.
[00:49:28.320 --> 00:49:31.520]   But it has something very much in common with designing the Apple computer.
[00:49:31.520 --> 00:49:35.800]   So I went out doing something you're inspired to do and feel and you have all this passion
[00:49:35.800 --> 00:49:38.360]   for and doing it at 2, 3 in the morning.
[00:49:38.360 --> 00:49:40.440]   That's what hacking is all about, isn't it, really?
[00:49:40.440 --> 00:49:44.120]   I mean, hacking in a good sense, not in a negative sense, but in the...
[00:49:44.120 --> 00:49:49.360]   I mean, everything I could, everything I could to get any computer time, I had my first class
[00:49:49.360 --> 00:49:50.360]   in it.
[00:49:50.360 --> 00:49:53.840]   It was a grad class at University of Colorado, but I ran across five times over a budget
[00:49:53.840 --> 00:49:56.320]   and they made it sound like they were going to charge me.
[00:49:56.320 --> 00:49:59.120]   And so I didn't go back to that school, but the next year I had a friend who had a key
[00:49:59.120 --> 00:50:03.760]   to the de-unto computer room and we'd go in at midnight and start up all the machinery
[00:50:03.760 --> 00:50:07.440]   and I'd run punch-cart programs through and work all night on listings.
[00:50:07.440 --> 00:50:11.520]   It's just like, you know, you find a way to get access to a computer and that's all
[00:50:11.520 --> 00:50:12.920]   you want to do in life.
[00:50:12.920 --> 00:50:18.640]   What was it that made this so fascinating to you?
[00:50:18.640 --> 00:50:23.280]   Why is it that people are so interested in getting a personal computer?
[00:50:23.280 --> 00:50:24.520]   We now take it for granted.
[00:50:24.520 --> 00:50:25.520]   Everybody's got one.
[00:50:25.520 --> 00:50:28.760]   We've got one on our phone and our pocket, our PDAs, our MP3 players.
[00:50:28.760 --> 00:50:31.560]   What was it about those days that you had to have one?
[00:50:31.560 --> 00:50:35.480]   Well, because you could do things with it, because you wanted to do things with it, because
[00:50:35.480 --> 00:50:37.600]   they empowered you to do things.
[00:50:37.600 --> 00:50:38.600]   What kind of things?
[00:50:38.600 --> 00:50:41.480]   You know, for us as hobbyists, there were two aspects of it.
[00:50:41.480 --> 00:50:46.480]   One, we were the technology and being able to get these things to work and do anything
[00:50:46.480 --> 00:50:49.360]   interesting was just really cool.
[00:50:49.360 --> 00:50:53.720]   And secondly, being able to do something as interesting as a computer where you could
[00:50:53.720 --> 00:50:59.280]   make it do something interesting like draw graphics or do calculations or plan out your
[00:50:59.280 --> 00:51:04.200]   calendar or whatever it is that you wanted to do, you now had a servant who could do
[00:51:04.200 --> 00:51:08.840]   it for you if you could figure out how to construct it and tell it what to do.
[00:51:08.840 --> 00:51:10.560]   Why do people do build robots?
[00:51:10.560 --> 00:51:16.120]   I just saw something on PBS last night about the DARPA grand challenge about teams competing
[00:51:16.120 --> 00:51:21.160]   to build cars that would drive a 100 mile course by themselves.
[00:51:21.160 --> 00:51:22.160]   Why do people do that?
[00:51:22.160 --> 00:51:25.760]   Because it's cool.
[00:51:25.760 --> 00:51:27.520]   I worked my tail off for six months.
[00:51:27.520 --> 00:51:33.120]   I built this thing and it ran a complicated course of 100 miles and it did it by itself
[00:51:33.120 --> 00:51:34.640]   and it solved all the problems.
[00:51:34.640 --> 00:51:38.840]   It got the desert, it got the mountains, it got the greenery, it got the red stuff, it
[00:51:38.840 --> 00:51:41.760]   got the obstacles, the person in the middle of the road.
[00:51:41.760 --> 00:51:43.120]   Look, it did everything.
[00:51:43.120 --> 00:51:44.600]   It solved every problem.
[00:51:44.600 --> 00:51:45.600]   That's awesome.
[00:51:45.600 --> 00:51:47.760]   Let me point out something about Bill's passion.
[00:51:47.760 --> 00:51:51.480]   He also had to make a big decision to leave Hewlett-Packard to join Apple.
[00:51:51.480 --> 00:51:55.080]   He mentioned that he left before you did.
[00:51:55.080 --> 00:52:01.280]   No, actually he was our third employee but he got batch number four because he had to
[00:52:01.280 --> 00:52:07.120]   stick some time out at HP to a certain date and my new blood came in officially for yes,
[00:52:07.120 --> 00:52:08.120]   three.
[00:52:08.120 --> 00:52:10.800]   I think I left Hewlett-Packard to go work in the garage.
[00:52:10.800 --> 00:52:13.200]   I knew we were still working to go Packard.
[00:52:13.200 --> 00:52:15.560]   No, don't fight over it.
[00:52:15.560 --> 00:52:17.400]   It's okay, it doesn't matter anymore anyway.
[00:52:17.400 --> 00:52:19.360]   Hold on, it's possible because I kind of hung.
[00:52:19.360 --> 00:52:25.000]   No, the day that I decided we would start the real Apple II company, I told my boss and
[00:52:25.000 --> 00:52:26.480]   left Hewlett-Packard that day.
[00:52:26.480 --> 00:52:29.320]   He stayed there a long time.
[00:52:29.320 --> 00:52:32.520]   So Waz is badge one, Bill is badge four.
[00:52:32.520 --> 00:52:34.680]   Who's badge two?
[00:52:34.680 --> 00:52:36.240]   Steve, believe.
[00:52:36.240 --> 00:52:40.920]   Because in the history book sometimes they say that when Steve found out that Waz was
[00:52:40.920 --> 00:52:43.120]   badge one, he asked for badge zero.
[00:52:43.120 --> 00:52:44.120]   Not so.
[00:52:44.120 --> 00:52:46.320]   I don't know for a fact one way or the other.
[00:52:46.320 --> 00:52:50.280]   I doubt that Mike Scott would have relented he couldn't have passed zero because Mike
[00:52:50.280 --> 00:52:52.320]   Scott was kind of that way.
[00:52:52.320 --> 00:52:54.680]   There is no badge zero.
[00:52:54.680 --> 00:52:58.880]   You know, on the subject of anniversaries in history, I went to the talk at the Computer
[00:52:58.880 --> 00:53:00.400]   History Museum last month.
[00:53:00.400 --> 00:53:06.040]   It was the 50th anniversary of the founding of Shockley Semiconductor, which was February
[00:53:06.040 --> 00:53:09.120]   of '56, I guess.
[00:53:09.120 --> 00:53:11.880]   So that's considered the birth of Silicon Valley.
[00:53:11.880 --> 00:53:12.880]   Mm-hmm.
[00:53:12.880 --> 00:53:17.800]   Well, you could go back to the '30s and Hewlett-Packard, really.
[00:53:17.800 --> 00:53:19.360]   It's hard to put one number on it.
[00:53:19.360 --> 00:53:24.000]   But no matter what number you pick, it's relatively recent history.
[00:53:24.000 --> 00:53:28.520]   When I started out in high school and got interested in electronics, I left it after
[00:53:28.520 --> 00:53:30.000]   a good slide rule.
[00:53:30.000 --> 00:53:31.000]   [LAUGHTER]
[00:53:31.000 --> 00:53:33.920]   One of those nice bamboo models, right?
[00:53:33.920 --> 00:53:34.920]   Right.
[00:53:34.920 --> 00:53:39.120]   And actually carried a six-inch plastic slide rule in my pocket protector through high
[00:53:39.120 --> 00:53:40.120]   school.
[00:53:40.120 --> 00:53:43.440]   And then during that time, the four-function calculators came out.
[00:53:43.440 --> 00:53:45.800]   But they were hugely expensive, of course.
[00:53:45.800 --> 00:53:46.800]   They weren't affordable.
[00:53:46.800 --> 00:53:47.800]   And then also, that's right.
[00:53:47.800 --> 00:53:52.920]   And then also during that time, the Hewlett-Packard 35 calculator, the first real scientific calculator
[00:53:52.920 --> 00:53:53.920]   came out.
[00:53:53.920 --> 00:53:54.920]   Mm-hmm.
[00:53:54.920 --> 00:53:57.480]   Yeah, that was an object worthy of lust.
[00:53:57.480 --> 00:53:58.480]   All right.
[00:53:58.480 --> 00:53:59.480]   OK.
[00:53:59.480 --> 00:54:08.280]   So I've run from slide rules to a dual 2 gigahertz G5 Mac running OS X and a 20-inch color screen
[00:54:08.280 --> 00:54:14.600]   with millions of colors being able to do 3D rendering and all sorts of amazing stuff,
[00:54:14.600 --> 00:54:15.600]   you know, just in this lifetime.
[00:54:15.600 --> 00:54:17.360]   And I've got many more years to live.
[00:54:17.360 --> 00:54:18.360]   That's really remarkable.
[00:54:18.360 --> 00:54:19.760]   I figure I'm going to see a lot more changes.
[00:54:19.760 --> 00:54:20.760]   It's very exciting.
[00:54:20.760 --> 00:54:24.840]   So I've gone from time seeing someone who came to talk at Apple and said, "I spent the
[00:54:24.840 --> 00:54:31.080]   last 10 years trying to get lines drawn on CRTs and taking frames of them with a movie
[00:54:31.080 --> 00:54:33.880]   camera to make animations."
[00:54:33.880 --> 00:54:40.680]   And the time when any kid can buy an animation package and, well, you don't, they're using
[00:54:40.680 --> 00:54:48.520]   Halo to make a comedy series of episodes called Red versus Blue.
[00:54:48.520 --> 00:54:49.520]   Red versus Blue, yeah.
[00:54:49.520 --> 00:54:50.520]   Right?
[00:54:50.520 --> 00:54:55.040]   Where they use Halo as a 3D environment generator so they can do their skits.
[00:54:55.040 --> 00:54:56.680]   This is amazing.
[00:54:56.680 --> 00:54:58.400]   You don't have to be a technologist.
[00:54:58.400 --> 00:54:59.720]   You don't have to be a genius.
[00:54:59.720 --> 00:55:04.040]   You don't have to be much of anything except for a creative person.
[00:55:04.040 --> 00:55:05.280]   And they're amazing tools.
[00:55:05.280 --> 00:55:07.240]   In a way, that is the maturity.
[00:55:07.240 --> 00:55:11.080]   And that is really what the big transition has been, is that you don't have to be a geek
[00:55:11.080 --> 00:55:12.240]   anymore.
[00:55:12.240 --> 00:55:16.160]   You could just be somebody with a creative mind and a desire to do it.
[00:55:16.160 --> 00:55:17.160]   Yes.
[00:55:17.160 --> 00:55:20.120]   And you asked, "Well, are we still going to see changes?"
[00:55:20.120 --> 00:55:21.120]   Well, yes.
[00:55:21.120 --> 00:55:22.120]   And I'll tell you why.
[00:55:22.120 --> 00:55:25.960]   Remember when Randy Wiggington said that, "Now with one line of code, I can do what
[00:55:25.960 --> 00:55:28.400]   it used to take me half a day to do?"
[00:55:28.400 --> 00:55:33.680]   Well, not only can he do it with one line of code, but thousands of other people around
[00:55:33.680 --> 00:55:36.080]   the world can do it with that same line of code.
[00:55:36.080 --> 00:55:39.600]   And they can do it with one line of code, something that they could not have done themselves
[00:55:39.600 --> 00:55:41.080]   if they had a month to do it.
[00:55:41.080 --> 00:55:42.080]   That's right.
[00:55:42.080 --> 00:55:45.920]   Because they didn't have the brilliance at the assembly language level that Randy Wiggington
[00:55:45.920 --> 00:55:46.920]   had.
[00:55:46.920 --> 00:55:47.920]   You're absolutely right.
[00:55:47.920 --> 00:55:54.040]   So you now have empowered thousands of people around the world to create new programs and
[00:55:54.040 --> 00:55:56.720]   new software because the tools are so much better.
[00:55:56.720 --> 00:55:59.320]   So of course you're going to get more people doing interesting things.
[00:55:59.320 --> 00:56:03.400]   But while the jobs were interested in making a computer that people could actually use,
[00:56:03.400 --> 00:56:07.120]   while it's from the standpoint of things like, "I want you to have a keyboard and a
[00:56:07.120 --> 00:56:11.320]   CRT display rather than lights and switches," and jobs from the standpoint of, "I want a
[00:56:11.320 --> 00:56:15.560]   case that looks like an office typewriter."
[00:56:15.560 --> 00:56:19.520]   And so that's the point where they were similar and on the same page rather than different,
[00:56:19.520 --> 00:56:23.120]   like the technologist or businessman dichotomy you often hear.
[00:56:23.120 --> 00:56:24.120]   Yeah.
[00:56:24.120 --> 00:56:26.320]   There really was a dichotomy so much in the early days.
[00:56:26.320 --> 00:56:30.360]   Maybe they took different halves of the job, but I think you're exactly right.
[00:56:30.360 --> 00:56:33.520]   They both were creating something as a unit.
[00:56:33.520 --> 00:56:35.280]   To me it's more like Lenin and McCartney.
[00:56:35.280 --> 00:56:38.320]   It's two halves of one like mine.
[00:56:38.320 --> 00:56:39.320]   Not at all.
[00:56:39.320 --> 00:56:41.040]   I did every bit.
[00:56:41.040 --> 00:56:45.000]   I never saw him doing any technology, none of the design.
[00:56:45.000 --> 00:56:46.240]   But it could work software.
[00:56:46.240 --> 00:56:50.240]   So it takes somebody sitting down with ideas, playing with them, seeing what you can and
[00:56:50.240 --> 00:56:52.240]   can't do and coming up with new enhancements.
[00:56:52.240 --> 00:56:56.920]   And wow, what if I connected this this way and you have to have chips in your head to
[00:56:56.920 --> 00:57:00.560]   come up with ways to even develop color out of them?
[00:57:00.560 --> 00:57:03.880]   Had jobs not been there though?
[00:57:03.880 --> 00:57:05.680]   Would any of this have happened?
[00:57:05.680 --> 00:57:06.920]   Oh no, no, no.
[00:57:06.920 --> 00:57:09.840]   I think the business part is probably the more significant aspect.
[00:57:09.840 --> 00:57:14.680]   I mean, someone will do the equivalent technology eventually anyway.
[00:57:14.680 --> 00:57:19.120]   It'll happen all on one chip a couple years later and be cheap enough for a lot of those
[00:57:19.120 --> 00:57:20.480]   things would happen anyway.
[00:57:20.480 --> 00:57:22.520]   It's getting it to market is also important.
[00:57:22.520 --> 00:57:31.560]   But I don't sell yourself short because what I think is the two of you needed both of you.
[00:57:31.560 --> 00:57:37.480]   Yes, Steve had to have the vision for how computers could be used and fit into people.
[00:57:37.480 --> 00:57:42.520]   But he didn't really sit down and we could use this chip and get this in a computer or
[00:57:42.520 --> 00:57:46.000]   have the ideas of what you could build at an affordable price.
[00:57:46.000 --> 00:57:51.040]   Of course, in those days, the way the hierarchy was is you were judged by your technical prowess
[00:57:51.040 --> 00:57:53.040]   and nothing else, right?
[00:57:53.040 --> 00:57:54.800]   Oh, I have no idea.
[00:57:54.800 --> 00:57:56.360]   That's just me alone.
[00:57:56.360 --> 00:57:57.760]   That's all that matters to me.
[00:57:57.760 --> 00:58:00.720]   I think for a lot of other people.
