;FFMETADATA1
title=St Jeff's Memorial Hospital
artist=Megan Morrone, Roberto Baldwin, Ashley Esqueda, Jason Howell
album_artist=TWiT
publisher=TWiT
album=This Week in Tech
TRDA=2022-07-24
track=885
language=English
genre=Podcast
comment=Amazon Buys One Medical, Google Glass AR, Netflix Ad-Supported		
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:01.520]   It's time for Twit.
[01:39:53.800 --> 01:40:00.840]   This is a new program that would be, if you really want access to me, you have to pay.
[01:40:00.840 --> 01:40:04.360]   She interviewed a couple of experts on how they felt about that.
[01:40:04.360 --> 01:40:14.640]   It seems a little bit elitist and a little bit like the idea around Calendly.
[01:40:14.640 --> 01:40:17.920]   There was a little bit of an uproar because it's like, "Oh, well, if you want access
[01:40:17.920 --> 01:40:21.120]   to me, you have to do this."
[01:40:21.120 --> 01:40:22.880]   It didn't have money.
[01:40:22.880 --> 01:40:27.840]   I thought it was an interesting thing to discuss because I am not as annoyed by spam
[01:40:27.840 --> 01:40:29.200]   as I used to be.
[01:40:29.200 --> 01:40:31.640]   It's just sort of a delete, delete, delete.
[01:40:31.640 --> 01:40:32.640]   I know what I'm going to do.
[01:40:32.640 --> 01:40:33.640]   I'm not.
[01:40:33.640 --> 01:40:38.760]   I don't know that I would use this, but curious if either of any of you would.
[01:40:38.760 --> 01:40:40.160]   Can you whitelist people?
[01:40:40.160 --> 01:40:45.160]   If I want a whitelist, my mom doesn't have to get a quarter every time to shoot.
[01:40:45.160 --> 01:40:48.600]   You can actually whitelist anyone.
[01:40:48.600 --> 01:40:50.600]   Your mom has to pay extra.
[01:40:50.600 --> 01:40:53.840]   Can you actually force someone to pay extra?
[01:40:53.840 --> 01:40:54.840]   That's my question.
[01:40:54.840 --> 01:40:56.600]   That's my fault.
[01:40:56.600 --> 01:41:02.600]   Also, where is the version of Gated where people have to just directly pay?
[01:41:02.600 --> 01:41:03.600]   Me.
[01:41:03.600 --> 01:41:07.160]   It goes right into my cell and it's a quarter.
[01:41:07.160 --> 01:41:09.640]   Every time someone wants to email me, I just get a quarter.
[01:41:09.640 --> 01:41:14.360]   Just please email me and pay for the privilege of being in my inbox.
[01:41:14.360 --> 01:41:16.480]   I'll deal with it whenever spares, whatever.
[01:41:16.480 --> 01:41:17.480]   Fine.
[01:41:17.480 --> 01:41:19.320]   Just directly to just cut me a check.
[01:41:19.320 --> 01:41:20.320]   That's the charity I need.
[01:41:20.320 --> 01:41:25.200]   Which I'll just come to after nice and he was like...
[01:41:25.200 --> 01:41:28.880]   The AE foundation, they're like, "What's this for?"
[01:41:28.880 --> 01:41:31.760]   "It'll go to a good cause."
[01:41:31.760 --> 01:41:34.520]   Very small, it goes to a good cause.
[01:41:34.520 --> 01:41:39.440]   Some very thin dogs that are very needy, that have a lot of food needs.
[01:41:39.440 --> 01:41:41.200]   I'm not going to say that.
[01:41:41.200 --> 01:41:42.200]   I'm going to say that.
[01:41:42.200 --> 01:41:43.200]   They're thin by default.
[01:41:43.200 --> 01:41:45.200]   So let's tell them they are.
[01:41:45.200 --> 01:41:46.200]   They were born that way.
[01:41:46.200 --> 01:41:47.200]   But it's your time.
[01:41:47.200 --> 01:41:48.200]   It's your time.
[01:41:48.200 --> 01:41:49.200]   It's my time.
[01:41:49.200 --> 01:41:50.200]   It should be.
[01:41:50.200 --> 01:41:51.200]   Yeah.
[01:41:51.200 --> 01:41:55.040]   She talked to Esther Dyson who was like, "Invest in email programs like this before."
[01:41:55.040 --> 01:41:59.080]   And said, "You should not feel bad about asking people to pay for your time."
[01:41:59.080 --> 01:42:03.640]   It's like being, you know, asking to be paid to write for free or do anything for free.
[01:42:03.640 --> 01:42:04.640]   Yeah, there should be.
[01:42:04.640 --> 01:42:06.360]   Pay me a quarter to read your email.
[01:42:06.360 --> 01:42:07.360]   That's what I...
[01:42:07.360 --> 01:42:08.360]   There you go.
[01:42:08.360 --> 01:42:09.360]   Ten cents, whatever.
[01:42:09.360 --> 01:42:10.880]   Whatever it is, just do that.
[01:42:10.880 --> 01:42:13.000]   That's what I'm all about that system.
[01:42:13.000 --> 01:42:15.560]   Just deposit it right into my bank account.
[01:42:15.560 --> 01:42:16.960]   That seems good.
[01:42:16.960 --> 01:42:21.680]   If you wanted to mail me back in the 90s or the 80s, you had to put a dime.
[01:42:21.680 --> 01:42:23.280]   You had to buy a stamp.
[01:42:23.280 --> 01:42:24.280]   So...
[01:42:24.280 --> 01:42:25.280]   Yeah.
[01:42:25.280 --> 01:42:26.280]   This is like your stamp.
[01:42:26.280 --> 01:42:27.280]   This is like your stamp for email.
[01:42:27.280 --> 01:42:28.280]   Yeah.
[01:42:28.280 --> 01:42:29.280]   But a cup...
[01:42:29.280 --> 01:42:30.800]   But capitalism gets it.
[01:42:30.800 --> 01:42:32.280]   Not the government.
[01:42:32.280 --> 01:42:33.600]   Right, right.
[01:42:33.600 --> 01:42:38.240]   Well, the tagline for the service is "Noise canceling headphones for email."
[01:42:38.240 --> 01:42:43.240]   I like that because I could do with a little noise canceling on my email as well.
[01:42:43.240 --> 01:42:44.240]   Yeah.
[01:42:44.240 --> 01:42:45.680]   I mean, same with you, Megan.
[01:42:45.680 --> 01:42:51.240]   When it comes to spam in my inbox, I guess, we've been living with spam for however many
[01:42:51.240 --> 01:42:55.640]   years at this point, you know, 20 plus years.
[01:42:55.640 --> 01:42:56.880]   At this point, I just like...
[01:42:56.880 --> 01:42:58.280]   I don't even really think about it.
[01:42:58.280 --> 01:43:01.360]   I just kind of like batch delete and move on.
[01:43:01.360 --> 01:43:02.360]   It's...
[01:43:02.360 --> 01:43:03.360]   I don't know.
[01:43:03.360 --> 01:43:07.400]   I realize I probably shouldn't have to do that, but I mean, it's not that difficult
[01:43:07.400 --> 01:43:08.400]   either.
[01:43:08.400 --> 01:43:09.400]   So...
[01:43:09.400 --> 01:43:12.520]   Yeah, I don't know that I would use this.
[01:43:12.520 --> 01:43:17.120]   I'd be curious to see what kind of impact it would have on people who I actually want
[01:43:17.120 --> 01:43:18.120]   to hear from.
[01:43:18.120 --> 01:43:22.320]   But I guess you can set that all up so it probably wouldn't impact them very much.
[01:43:22.320 --> 01:43:26.280]   I'd like it more for phone calls and texts because that's what's really annoying because
[01:43:26.280 --> 01:43:29.360]   they're like, "Oh, a text and I'll go and I'll look at that because I'm assuming it's from
[01:43:29.360 --> 01:43:30.880]   someone I know."
[01:43:30.880 --> 01:43:32.880]   And it's instead like, "Oh, Viagra."
[01:43:32.880 --> 01:43:33.880]   Oh, wow.
[01:43:33.880 --> 01:43:34.880]   From Germany.
[01:43:34.880 --> 01:43:35.880]   Let's see where they're from.
[01:43:35.880 --> 01:43:37.880]   That looks European Viagra.
[01:43:37.880 --> 01:43:45.120]   I want $10 every time someone robo calls me about my cars extended warranty.
[01:43:45.120 --> 01:43:46.120]   That's just...
[01:43:46.120 --> 01:43:47.120]   Oh, yeah.
[01:43:47.120 --> 01:43:49.400]   Fast track me to $10 per phone call.
[01:43:49.400 --> 01:43:51.000]   Thank you.
[01:43:51.000 --> 01:43:52.000]   That's what I need.
[01:43:52.000 --> 01:43:53.000]   We should all get it.
[01:43:53.000 --> 01:43:56.400]   We all deserve it for putting up with these old cars for so long.
[01:43:56.400 --> 01:44:02.040]   We have earned that money for answering these ridiculous calls about our cars extended
[01:44:02.040 --> 01:44:03.040]   warranty.
[01:44:03.040 --> 01:44:05.680]   Well, touching away you just mentioned.
[01:44:05.680 --> 01:44:07.280]   That's super interesting, Megan.
[01:44:07.280 --> 01:44:08.280]   That's like really interesting.
[01:44:08.280 --> 01:44:09.520]   I've never heard of that before.
[01:44:09.520 --> 01:44:15.840]   Yeah, Ashley, just so you know that is actually the number one complaint by consumers.
[01:44:15.840 --> 01:44:21.360]   And there is action in the FCC to somehow stop these robo calls.
[01:44:21.360 --> 01:44:22.360]   Somehow.
[01:44:22.360 --> 01:44:24.080]   For these warranties.
[01:44:24.080 --> 01:44:27.160]   Yeah, the warranty scam as they write it.
[01:44:27.160 --> 01:44:28.160]   Infuriating.
[01:44:28.160 --> 01:44:30.040]   Also, how many people...
[01:44:30.040 --> 01:44:31.040]   How many people...
[01:44:31.040 --> 01:44:32.040]   Yeah, see how's...
[01:44:32.040 --> 01:44:33.040]   Oh, no, Roberta.
[01:44:33.040 --> 01:44:36.720]   I'm like, "How many people are they actually sweeping up in this dragnet?"
[01:44:36.720 --> 01:44:38.040]   Because that's my question.
[01:44:38.040 --> 01:44:39.920]   Because I'm like, "Whoopsed.
[01:44:39.920 --> 01:44:40.920]   Hoopsed."
[01:44:40.920 --> 01:44:45.120]   Among us is out there going, "You know what?
[01:44:45.120 --> 01:44:46.720]   I need an accept..."
[01:44:46.720 --> 01:44:47.960]   You're so right.
[01:44:47.960 --> 01:44:50.640]   I had not thought about my cars extended warranty.
[01:44:50.640 --> 01:44:52.160]   And it is coming to a net.
[01:44:52.160 --> 01:44:53.800]   Like, who is that?
[01:44:53.800 --> 01:44:59.720]   Because not even my grandpa who is in his 80s is like, "Oh, my car's extended warranty.
[01:44:59.720 --> 01:45:00.720]   Of course."
[01:45:00.720 --> 01:45:02.720]   Like, he's like, "No, this is clearly ridiculous."
[01:45:02.720 --> 01:45:06.200]   Like, how many people could possibly be falling for this every year?
[01:45:06.200 --> 01:45:07.200]   I don't know.
[01:45:07.200 --> 01:45:09.200]   How is it so lucrative?
[01:45:09.200 --> 01:45:11.400]   Why is it so prevalent?
[01:45:11.400 --> 01:45:12.920]   The numbers game, right?
[01:45:12.920 --> 01:45:18.680]   Like, if you get that number of tries high enough, you're going to find that tiny little
[01:45:18.680 --> 01:45:21.280]   percentage of people that will fall for it.
[01:45:21.280 --> 01:45:22.280]   I guess.
[01:45:22.280 --> 01:45:23.280]   You don't know.
[01:45:23.280 --> 01:45:26.280]   It's a thing who just haven't answered the phone in two years and then one day they
[01:45:26.280 --> 01:45:28.080]   answer the phone, they're like, "Hello?"
[01:45:28.080 --> 01:45:29.080]   Oh, my God.
[01:45:29.080 --> 01:45:30.080]   They have been.
[01:45:30.080 --> 01:45:31.080]   They have been.
[01:45:31.080 --> 01:45:33.880]   And now they're like, "You know, you've convinced me.
[01:45:33.880 --> 01:45:36.480]   It's taken a while, but I've decided you're right."
[01:45:36.480 --> 01:45:37.480]   Finally, it's expired.
[01:45:37.480 --> 01:45:38.480]   This is the time.
[01:45:38.480 --> 01:45:39.480]   You know.
[01:45:39.480 --> 01:45:40.480]   It's about to expire.
[01:45:40.480 --> 01:45:41.480]   Finally.
[01:45:41.480 --> 01:45:42.480]   Right?
[01:45:42.480 --> 01:45:43.480]   I will.
[01:45:43.480 --> 01:45:44.480]   Yeah.
[01:45:44.480 --> 01:45:45.480]   It's so bizarre.
[01:45:45.480 --> 01:45:46.480]   I just, yeah, I don't...
[01:45:46.480 --> 01:45:47.880]   I have a hard time wrapping my brain around that one.
[01:45:47.880 --> 01:45:48.880]   I don't know.
[01:45:48.880 --> 01:45:49.880]   Yeah.
[01:45:49.880 --> 01:45:50.880]   Yeah.
[01:45:50.880 --> 01:45:51.880]   That is interesting, though.
[01:45:51.880 --> 01:45:54.680]   What about Netflix?
[01:45:54.680 --> 01:45:57.600]   How is Netflix doing?
[01:45:57.600 --> 01:45:58.880]   What's the pulse on Netflix?
[01:45:58.880 --> 01:46:04.000]   This was the second quarter, consecutive quarter of losses.
[01:46:04.000 --> 01:46:05.000]   Not doing good.
[01:46:05.000 --> 01:46:08.520]   They lost 970,000 paid subscribers for the quarter.
[01:46:08.520 --> 01:46:10.280]   They expected to lose 2 million.
[01:46:10.280 --> 01:46:15.080]   So, you know, they didn't lose as much as they thought they were going to, but still
[01:46:15.080 --> 01:46:17.840]   not good at all.
[01:46:17.840 --> 01:46:20.880]   Is anyone here worried about Netflix?
[01:46:20.880 --> 01:46:24.120]   Or is this just kind of like, had to imagine it was going to happen eventually.
[01:46:24.120 --> 01:46:26.040]   Netflix is going to weather this storm.
[01:46:26.040 --> 01:46:27.480]   What do y'all think?
[01:46:27.480 --> 01:46:32.040]   How many people would cancel like a TV station if they could in their regular cable?
[01:46:32.040 --> 01:46:35.120]   Like if they were just like, "Oh, if I never have to see...
[01:46:35.120 --> 01:46:36.120]   I don't know, ESP.
[01:46:36.120 --> 01:46:37.120]   I don't care about it."
[01:46:37.120 --> 01:46:38.120]   The Golf Channel.
[01:46:38.120 --> 01:46:39.120]   Yeah, the Golf Channel.
[01:46:39.120 --> 01:46:40.120]   I don't...
[01:46:40.120 --> 01:46:41.640]   Personally, I don't care about sports.
[01:46:41.640 --> 01:46:45.120]   So any sports channel, if they could like get rid of it when I had cable, I would have
[01:46:45.120 --> 01:46:46.360]   been happy.
[01:46:46.360 --> 01:46:47.360]   But you can't.
[01:46:47.360 --> 01:46:48.360]   That's the...
[01:46:48.360 --> 01:46:53.680]   I mean, that's the great thing for us as consumers with streaming services is that,
[01:46:53.680 --> 01:46:54.680]   "You know what?
[01:46:54.680 --> 01:46:56.880]   I've watched everything I want on Paramount Plus.
[01:46:56.880 --> 01:46:57.880]   Unsubscribe.
[01:46:57.880 --> 01:47:00.840]   You can't do that on TV because everything's bundled and there's carriage fees.
[01:47:00.840 --> 01:47:02.800]   And I'm like, "I'm blah, blah, blah."
[01:47:02.800 --> 01:47:07.080]   So, you know, I think because of that, people were like, "Okay, I've watched all the things
[01:47:07.080 --> 01:47:08.680]   I want to watch on Netflix.
[01:47:08.680 --> 01:47:12.240]   I'm going to unsubscribe until something cool comes back."
[01:47:12.240 --> 01:47:13.240]   And I know people who do that.
[01:47:13.240 --> 01:47:15.280]   I mean, I've done that with show time.
[01:47:15.280 --> 01:47:17.280]   I've done it with epics.
[01:47:17.280 --> 01:47:18.280]   I've done it.
[01:47:18.280 --> 01:47:20.160]   Yeah, I just like, "Okay, I'm done with this show.
[01:47:20.160 --> 01:47:21.160]   I'm done with...
