;FFMETADATA1
title=Like a Fine Cheese
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=472
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2014
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:02.340]   It's time for "Twit!"
[01:21:10.520 --> 01:21:11.600]   And that's the problem.
[01:21:11.600 --> 01:21:14.880]   You know, the world has moved to mobile phone and my
[01:21:14.880 --> 01:21:19.000]   Microsofts and cloud and a whole range of other things.
[01:21:19.000 --> 01:21:21.560]   And soon it'll be wearable computing.
[01:21:21.560 --> 01:21:28.960]   Um, as soon being this fall, maybe with an Apple Watch or over the next five years, you're
[01:21:28.960 --> 01:21:37.920]   going to see a lot of things that you're going to put on your body to study whether you're having a heart attack or having cancer or, or, uh, on and on, right?
[01:21:37.920 --> 01:21:39.360]   Um,
[01:21:41.400 --> 01:21:48.120]   uh, you know, their problem is, uh, they're being ripped apart from the low end by chrome, the Chromebook.
[01:21:48.120 --> 01:21:52.680]   And that's why Microsoft now offers windows free to anything sub nine.
[01:21:52.680 --> 01:21:52.920]   Yeah.
[01:21:52.920 --> 01:21:58.200]   The school teachers are telling me they're going Chromebooks at, as they can buy one for $200.
[01:21:58.200 --> 01:21:59.120]   That's really nice.
[01:21:59.120 --> 01:22:03.320]   And it has no maintenance costs because there's nothing to it other than a web.
[01:22:03.320 --> 01:22:04.400]   Well, and it's not just that.
[01:22:04.400 --> 01:22:07.880]   Uh, you know, the documents, the documents are in the cloud.
[01:22:07.880 --> 01:22:10.320]   If a student loses one, he hasn't lost anything.
[01:22:10.600 --> 01:22:16.040]   Google now has this new classroom that is essentially going to replace moodle and
[01:22:16.040 --> 01:22:18.200]   blackboard in schools and it's free.
[01:22:18.200 --> 01:22:19.000]   Yeah.
[01:22:19.000 --> 01:22:22.560]   Uh, Google is being very strategic with education.
[01:22:22.560 --> 01:22:24.720]   And I think smart.
[01:22:24.720 --> 01:22:29.080]   So, so they're eating, they're eating the business from the low end.
[01:22:29.080 --> 01:22:29.840]   Yeah.
[01:22:29.840 --> 01:22:35.520]   Business has really enterprises roundly ignored windows eight because they don't want to go there.
[01:22:35.520 --> 01:22:39.440]   Yeah, because it's a very different UI and a training cost.
[01:22:39.640 --> 01:22:44.280]   Although let's be fair, this happens every other windows with true to, right?
[01:22:44.280 --> 01:22:46.480]   There's still people running XP on.
[01:22:46.480 --> 01:22:46.920]   Yeah.
[01:22:46.920 --> 01:22:49.800]   Twenty five percent of all windows users are still running XP.
[01:22:49.800 --> 01:22:52.320]   Well, that's enterprise because they just don't want to retrain.
[01:22:52.320 --> 01:22:54.680]   And Windows seven was fine.
[01:22:54.680 --> 01:22:57.720]   Well, there's no real compelling reason to go to a new version of Windows.
[01:22:57.720 --> 01:23:04.120]   If I was at Microsoft working for Satya, I would be focusing all my effort on mobile
[01:23:04.120 --> 01:23:09.240]   and just letting windows rot and, and, you know, you know, you got bad news, though,
[01:23:09.440 --> 01:23:11.800]   because Microsoft has lost mobile already.
[01:23:11.800 --> 01:23:16.840]   I know that you know that, but that's where I would be focusing all of my effort,
[01:23:16.840 --> 01:23:20.800]   because if if they don't get involved with mobile, everything falls apart.
[01:23:20.800 --> 01:23:25.720]   And does this new strategy work for Microsoft being able to piggyback on Android devices
[01:23:25.720 --> 01:23:27.800]   and I made a deal.
[01:23:27.800 --> 01:23:30.880]   They made a deal with Apple to get rid of Google.
[01:23:30.880 --> 01:23:36.200]   So Bing is going to be the search engine, the default search engine, the iPhone this fall
[01:23:36.560 --> 01:23:44.520]   in iOS eight and, and in return for that, they give Apple office on iPad and iPhone.
[01:23:44.520 --> 01:23:47.320]   And a lot of people are praising those two things.
[01:23:47.320 --> 01:23:51.640]   A lot of people are pissed off, especially Windows mobile users who are not getting
[01:23:51.640 --> 01:23:52.400]   touched first.
[01:23:52.400 --> 01:23:57.040]   Anybody who bought Windows mobile users does not listen to this show because every
[01:23:57.040 --> 01:23:59.560]   time I listen this show, it's there's no apps.
[01:23:59.560 --> 01:24:00.360]   There's no support.
[01:24:00.360 --> 01:24:02.640]   There's no venture capitalists who's investing in it.
[01:24:02.640 --> 01:24:04.520]   There's no entrepreneur who's carrying it around.
[01:24:04.720 --> 01:24:06.560]   When you go to a hackathon, you don't see them.
[01:24:06.560 --> 01:24:07.840]   There's no love for it.
[01:24:07.840 --> 01:24:08.960]   It's done.
[01:24:08.960 --> 01:24:10.960]   So you have no idea.
[01:24:10.960 --> 01:24:12.920]   Did you see Superman?
[01:24:12.920 --> 01:24:14.560]   Did you see Man of Steel?
[01:24:14.560 --> 01:24:17.120]   Every reporter Lois Lane uses those fun.
[01:24:17.120 --> 01:24:17.920]   Yeah.
[01:24:17.920 --> 01:24:18.920]   Yeah.
[01:24:18.920 --> 01:24:19.920]   That's true.
[01:24:19.920 --> 01:24:23.680]   OK, so they bought and they bought their way onto a movie, but nobody loves it.
[01:24:23.680 --> 01:24:24.680]   Right.
[01:24:24.680 --> 01:24:27.320]   You know, nobody in the app loves it.
[01:24:27.320 --> 01:24:31.520]   I mean, those reporters had to be on the cutting edge, right?
[01:24:31.520 --> 01:24:32.280]   They're breaking news.
[01:24:32.280 --> 01:24:36.040]   Lois Lane, Pulitzer Prize winning reporter and the phone that she's using is the one
[01:24:36.040 --> 01:24:39.080]   that gets the least amount of updates and is the slowest to respond.
[01:24:39.080 --> 01:24:41.120]   Very, very briefly, I think, what was it?
[01:24:41.120 --> 01:24:42.400]   Was it Ray Donovan?
[01:24:42.400 --> 01:24:46.240]   For one season they were using Windows Phone and then they quickly, I guess the
[01:24:46.240 --> 01:24:48.640]   Microsoft money dropped a dried up.
[01:24:48.640 --> 01:24:51.480]   You spoke at the Grow Conference up in Whistler this week.
[01:24:51.480 --> 01:24:53.800]   And I'm not drunk.
[01:24:53.800 --> 01:24:55.840]   I am sad about it.
[01:24:55.840 --> 01:24:57.800]   Somebody just said his scowball drunk.
[01:24:57.800 --> 01:25:01.600]   I'm sad about my friend who is in pain and napkin.
[01:25:01.600 --> 01:25:02.840]   I just saw that.
[01:25:02.840 --> 01:25:03.760]   I'm so sorry.
[01:25:03.760 --> 01:25:04.560]   What's the matter?
[01:25:04.560 --> 01:25:06.480]   Do you want to go?
[01:25:06.480 --> 01:25:11.280]   No, no, I can't do anything because they're not allowed to get anybody that's not
[01:25:11.280 --> 01:25:15.960]   professional into the sellers, but there's a lot of people who are digging out
[01:25:15.960 --> 01:25:19.440]   and their their lines and in real time in front of me.
[01:25:19.440 --> 01:25:21.560]   Oh, because of the earthquake bad news.
[01:25:21.560 --> 01:25:25.520]   I know we have friends who own Silver Oak and I saw the free one of the first
[01:25:25.520 --> 01:25:28.080]   pictures I saw was just a trash.
[01:25:28.080 --> 01:25:29.600]   Yeah.
[01:25:29.600 --> 01:25:30.200]   Wine room.
[01:25:30.200 --> 01:25:31.400]   Oh, terrible.
[01:25:31.400 --> 01:25:35.600]   So where do I go with this?
[01:25:35.600 --> 01:25:40.920]   When I spoke to grow at Grow this week, we asked the audience who has an iPhone
[01:25:40.920 --> 01:25:41.960]   and who has an Android phone.
[01:25:41.960 --> 01:25:45.480]   It was 80% iPhone or 70% some of us grow.
[01:25:45.480 --> 01:25:50.000]   Grow is Debbie Lambda's conference for startup entrepreneurs.
[01:25:50.000 --> 01:25:51.680]   So these are all startup people.
[01:25:51.680 --> 01:25:52.480]   Startup people.
[01:25:52.480 --> 01:25:52.680]   Yeah.
[01:25:52.680 --> 01:25:57.000]   But when I did the same question at South by Southwest, same answer.
[01:25:57.000 --> 01:26:01.120]   When I go to Web Summit, I asked the same question last year.
[01:26:01.120 --> 01:26:02.000]   Same answer.
[01:26:02.000 --> 01:26:05.600]   When I asked the same question at the web, same answer.
[01:26:05.600 --> 01:26:09.440]   Well, I think what's clear is iPhones are being purchased by high-end upscale
[01:26:09.440 --> 01:26:15.240]   technophiles in great numbers, much greater numbers, androids being purchased by
[01:26:15.240 --> 01:26:18.800]   the rank and file by normal people, people who have less money because they're less
[01:26:18.800 --> 01:26:20.600]   expensive worldwide.
[01:26:20.600 --> 01:26:24.760]   But there's no room for Windows Phone at all.
[01:26:24.760 --> 01:26:26.960]   I never see a Windows phone.
[01:26:26.960 --> 01:26:32.560]   I mean, I'm in a pretty somewhat populated area, a city, New York City,
[01:26:32.560 --> 01:26:37.840]   and I'm on trains subway, Times Square, walking through the city.
[01:26:37.840 --> 01:26:39.000]   Oh, and that's another thing.
[01:26:39.000 --> 01:26:42.280]   Techno elites, rich people, and everybody in Manhattan.
[01:26:42.280 --> 01:26:43.880]   Right, right.
[01:26:43.880 --> 01:26:44.760]   I'm sorry.
[01:26:44.760 --> 01:26:46.400]   Let's get the Ritz, by the way.
[01:26:46.400 --> 01:26:48.240]   Everybody in Manhattan has an iPhone.
[01:26:48.240 --> 01:26:49.120]   Which is the Ritz.
[01:26:49.120 --> 01:26:51.960]   I don't think that's why I don't think mobile is the answer for Microsoft.
[01:26:51.960 --> 01:26:53.320]   I think the cloud is the answer.
[01:26:53.320 --> 01:26:55.720]   Microsoft has always been successful in the cloud.
[01:26:55.720 --> 01:26:56.920]   They have a strong cloud.
[01:26:56.920 --> 01:27:00.800]   But this deal with Apple gives me hope.
[01:27:00.800 --> 01:27:07.240]   And if Satya continues to making deals with Apple, then Microsoft might align
[01:27:07.240 --> 01:27:11.040]   with the iPhone and start being building pieces of it and start building
[01:27:11.040 --> 01:27:14.120]   thing, you know, wearables and things that'll work with it.
[01:27:14.120 --> 01:27:17.120]   I would love to see no kid with iOS on it.
[01:27:17.120 --> 01:27:20.680]   That's never if you're a space alien and you come down to Earth and you.
[01:27:20.680 --> 01:27:23.200]   No one told you ahead of time, who was the winner right now?
[01:27:23.200 --> 01:27:23.800]   Who was the leader?
[01:27:23.800 --> 01:27:25.360]   Who was the market share leader and you have?
[01:27:25.360 --> 01:27:27.520]   Android device is a space alien.
[01:27:27.520 --> 01:27:28.920]   My goodness.
[01:27:28.920 --> 01:27:32.040]   Robert is built into refrigerators.
[01:27:32.040 --> 01:27:36.720]   If you were a space alien and you came down and someone said, OK, hey, can you name
[01:27:36.720 --> 01:27:40.560]   the most popular smartphone platform right now and you laid out Windows
[01:27:40.560 --> 01:27:42.920]   phone Android and iOS in front of them?
[01:27:42.920 --> 01:27:45.480]   I you might be inclined to pick up the Windows phone.
[01:27:45.480 --> 01:27:46.280]   It's beautiful.
[01:27:46.280 --> 01:27:47.360]   Pretty darn snazzy.
[01:27:47.360 --> 01:27:50.920]   Yeah, especially this new HTC one with Windows phone.
[01:27:50.920 --> 01:27:54.840]   I used to help run a consumer like Trangstore in the 80s.
[01:27:54.840 --> 01:27:57.720]   And I learned one thing about how people buy things.
[01:27:57.720 --> 01:27:59.960]   They don't want to appear stupid.
[01:27:59.960 --> 01:28:04.800]   And if all of their friends who are are the people in this chat room.
[01:28:04.800 --> 01:28:09.880]   Say, you know, there's no apps on this thing or look, I have both of them.
[01:28:09.880 --> 01:28:13.120]   Like Marcus Brownlee carries both of them and all three of them, right?
[01:28:13.120 --> 01:28:15.800]   And he's not an example because he's a review.
[01:28:15.800 --> 01:28:18.960]   No, but people like that influence us.
[01:28:18.960 --> 01:28:23.360]   And if you have a teacher who's really into tech or a friend who's really
[01:28:23.360 --> 01:28:25.240]   in attack, you ask him, what should I buy?
[01:28:25.240 --> 01:28:28.840]   And he's going to say, well, the iPhone has the best apps.
[01:28:28.840 --> 01:28:32.840]   The Windows, the Android phones have the best choice and it's cheaper.
[01:28:32.840 --> 01:28:36.480]   And the Windows phone has no support at all.
[01:28:36.480 --> 01:28:37.440]   None of us use it.
[01:28:37.440 --> 01:28:38.960]   So which one are you going to buy?
[01:28:38.960 --> 01:28:41.120]   You're going to buy the one that your friends have.
[01:28:41.120 --> 01:28:42.760]   And that's the real problem.
[01:28:42.760 --> 01:28:44.800]   It's a real problem for Microsoft.
[01:28:44.800 --> 01:28:50.160]   And that's why if I was at Microsoft, that's the most interesting problem to work on.
[01:28:50.160 --> 01:28:51.880]   And I'd like to work on interesting problems.
[01:28:51.880 --> 01:28:52.640]   I don't like to just.
[01:28:52.640 --> 01:28:53.520]   But what about the cloud?
[01:28:53.520 --> 01:28:54.840]   You know, what about the cloud?
[01:28:54.840 --> 01:28:57.640]   Look, it just has in here's my position on this.
[01:28:57.640 --> 01:29:02.600]   Just as in the 90s, Microsoft by creating a solid platform for developers and a
[01:29:02.600 --> 01:29:05.960]   universe as close to a universal platform as you can get for PCs,
[01:29:05.960 --> 01:29:08.840]   establish the tech, the PC revolution.
[01:29:08.840 --> 01:29:12.320]   There was no question that without Microsoft, there is no PC revolution
[01:29:12.320 --> 01:29:15.600]   because they built a platform everybody else could build on.
[01:29:15.600 --> 01:29:18.280]   Well, it's clear the PC is not the platform.
[01:29:18.280 --> 01:29:20.920]   It's clear there is fragmentation in the mobile space.
[01:29:21.120 --> 01:29:23.440]   What is the platform for the 2010s?
[01:29:23.440 --> 01:29:27.160]   It's the cloud because the cloud is cross platform.
[01:29:27.160 --> 01:29:29.200]   And that's where apps should be built.
[01:29:29.200 --> 01:29:30.560]   That's where apps are being built.
[01:29:30.560 --> 01:29:32.400]   And that's where the future is.
[01:29:32.400 --> 01:29:34.480]   And Microsoft has a strong play there.
[01:29:34.480 --> 01:29:37.960]   And Nadella knows that he came from the Azure Services Division.
[01:29:37.960 --> 01:29:40.160]   The question knows how to monetize that.
[01:29:40.160 --> 01:29:41.520]   That's a very different sort of thing.
[01:29:41.520 --> 01:29:45.240]   If you're charging somebody, you know, $100 for each new version of Windows or 200
[01:29:45.240 --> 01:29:49.120]   or a lot more for each new version of office, you know, they can't charge for
[01:29:49.120 --> 01:29:52.280]   office anymore because of Google Drive and everything we've been speaking about.
[01:29:52.280 --> 01:29:55.520]   The cloud is great, but they're basically giving away one drive at this point.
[01:29:55.520 --> 01:29:57.080]   I don't know how many gigs of OneDrive's
[01:29:57.080 --> 01:29:59.720]   doors that I have that have been shoveled at me over the years.
[01:29:59.720 --> 01:30:01.960]   And I have no interest in paying for it.
[01:30:01.960 --> 01:30:04.880]   And, you know, even if they do build out OneDrive to be the ultimate solution
[01:30:04.880 --> 01:30:08.160]   for consumers and they do build out a lot of great services around that,
[01:30:08.160 --> 01:30:13.920]   is there any possible way of monetizing the cloud that will bring them anywhere
[01:30:13.920 --> 01:30:16.960]   near where they used to be when everyone was buying Windows and everybody was buying
[01:30:16.960 --> 01:30:17.360]   office?
[01:30:17.360 --> 01:30:18.440]   And I don't think that's very interesting.
[01:30:18.440 --> 01:30:21.440]   In fact, there is even the rumor and it's apparently credible, according to
[01:30:21.440 --> 01:30:24.920]   Mary Jo Foley and Paul Therat, that the next version of Windows will be free.
[01:30:24.920 --> 01:30:28.160]   So that really does put them in a very difficult position.
[01:30:28.160 --> 01:30:30.600]   If you can't sell the license, you can't sell software.
[01:30:30.600 --> 01:30:33.360]   They still loaded up with a whole bunch of crap, right?
[01:30:33.360 --> 01:30:37.520]   Because most of, you know, most of the PCs you buy, you know, you don't get a pure
[01:30:37.520 --> 01:30:38.720]   Windows 8 experience.
[01:30:38.720 --> 01:30:44.240]   You get loaded up with eBay and other random apps that come still built on right
