;FFMETADATA1
title=All the President's Phones
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=690
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2018
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:02.400]   It's time for Twit.
[01:21:38.800 --> 01:21:40.960]   yellow is not a common color for banana.
[01:21:40.960 --> 01:21:43.000]   They're pink.
[01:21:43.000 --> 01:21:43.840]   - What?
[01:21:43.840 --> 01:21:44.680]   - They're green.
[01:21:44.680 --> 01:21:45.520]   - They're green.
[01:21:45.520 --> 01:21:46.600]   - They're green.
[01:21:46.600 --> 01:21:48.080]   - The new screen sabers.
[01:21:48.080 --> 01:21:49.960]   - This is the iPhone XR.
[01:21:49.960 --> 01:21:52.400]   What's good about this is the price.
[01:21:52.400 --> 01:21:54.120]   They started $750.
[01:21:54.120 --> 01:21:58.000]   That's about a $250 less than the 10S Max.
[01:21:58.000 --> 01:21:59.840]   I am very, very happy with this
[01:21:59.840 --> 01:22:02.120]   and I think given the $750 price point,
[01:22:02.120 --> 01:22:04.000]   I think this is gonna be the iPhone this year
[01:22:04.000 --> 01:22:06.320]   for this year that people will really want.
[01:22:06.320 --> 01:22:07.160]   - Thank you, right.
[01:22:07.160 --> 01:22:08.000]   - Save a little bit of money.
[01:22:08.000 --> 01:22:09.040]   10 News weekly.
[01:22:09.040 --> 01:22:13.200]   - What is scarier, robots or wasps?
[01:22:13.200 --> 01:22:14.040]   - Wasps.
[01:22:14.040 --> 01:22:15.200]   - Have you been signed by a wasp?
[01:22:15.200 --> 01:22:17.240]   - Oh, I've got wasps stories.
[01:22:17.240 --> 01:22:18.520]   - Interesting.
[01:22:18.520 --> 01:22:20.440]   Robotics researchers have built robots
[01:22:20.440 --> 01:22:22.440]   that can fit in the palm of your hand,
[01:22:22.440 --> 01:22:23.440]   much like a wasp,
[01:22:23.440 --> 01:22:27.040]   but can also anchor themselves to the ground or to walls.
[01:22:27.040 --> 01:22:28.880]   And these are called mabs.
[01:22:28.880 --> 01:22:31.920]   And they could be especially helpful in disaster zones
[01:22:31.920 --> 01:22:33.440]   and also in my nightmares.
[01:22:33.440 --> 01:22:34.960]   - Yeah, come on little drone.
[01:22:34.960 --> 01:22:36.200]   Yeah, there you are.
[01:22:36.200 --> 01:22:37.240]   You're welcome.
[01:22:37.240 --> 01:22:38.080]   See you later.
[01:22:38.080 --> 01:22:38.920]   - Yes.
[01:22:38.920 --> 01:22:39.760]   - The bathrooms are on the corner.
[01:22:39.760 --> 01:22:40.600]   - Twit.
[01:22:40.600 --> 01:22:44.840]   It keeps going and going and going.
[01:22:44.840 --> 01:22:46.640]   - Did the wasps fly up your nose?
[01:22:46.640 --> 01:22:49.720]   - No, it trapped me at the top of a fort when I was a kid.
[01:22:49.720 --> 01:22:51.440]   There were like five of them and they stung me
[01:22:51.440 --> 01:22:52.760]   and I had to jump out of the fort.
[01:22:52.760 --> 01:22:54.040]   It was really frightening.
[01:22:54.040 --> 01:22:56.240]   It's a story I tell my kids to this day.
[01:22:56.240 --> 01:22:57.600]   It's not delightful.
[01:22:57.600 --> 01:23:01.280]   - Poor Jason.
[01:23:01.280 --> 01:23:04.360]   - Our show today brought to you by Betterment,
[01:23:04.360 --> 01:23:06.880]   a better way, the smart way to manage your money.
[01:23:06.880 --> 01:23:10.000]   Betterment is the largest independent online financial
[01:23:10.000 --> 01:23:13.160]   advisor designed to help customers build wealth,
[01:23:13.160 --> 01:23:17.040]   plan for retirement and achieve their financial goals.
[01:23:17.040 --> 01:23:19.360]   If you are saving and you should be saving,
[01:23:19.360 --> 01:23:23.880]   whether it's for college or for a house or for retirement,
[01:23:23.880 --> 01:23:25.160]   you've got to put your money somewhere.
[01:23:25.160 --> 01:23:28.280]   You can't put it in a savings account these days.
[01:23:28.280 --> 01:23:30.080]   That's not going to go anywhere.
[01:23:30.080 --> 01:23:31.480]   So how do you invest?
[01:23:31.480 --> 01:23:33.320]   I think a lot of geeks, a lot of us say,
[01:23:33.320 --> 01:23:35.320]   oh, we can do it ourselves and then put the money somewhere
[01:23:35.320 --> 01:23:36.800]   and just forget about it for years
[01:23:36.800 --> 01:23:38.240]   and you don't know what's happening.
[01:23:38.240 --> 01:23:39.840]   This has been a tough year in the market.
[01:23:39.840 --> 01:23:41.960]   That's why you need a little help.
[01:23:41.960 --> 01:23:43.880]   You need Betterment.
[01:23:43.880 --> 01:23:48.120]   Betterment uses technology to help you make more
[01:23:48.120 --> 01:23:49.400]   from your investments.
[01:23:49.400 --> 01:23:51.920]   And actually you can really take advantage of Betterment
[01:23:51.920 --> 01:23:55.680]   when the market's down because they can do then tax loss
[01:23:55.680 --> 01:23:59.800]   harvesting and give you a tax benefit
[01:23:59.800 --> 01:24:01.800]   that kind of offsets the losses.
[01:24:01.800 --> 01:24:02.620]   It's things like that.
[01:24:02.620 --> 01:24:06.360]   They're trading instantaneously on your behalf.
[01:24:06.360 --> 01:24:07.440]   There are no hidden costs.
[01:24:07.440 --> 01:24:10.400]   You pay a low transparent management fee
[01:24:10.400 --> 01:24:12.200]   and the transactions are,
[01:24:12.200 --> 01:24:13.880]   you do not get charged for transactions.
[01:24:13.880 --> 01:24:16.760]   They do that all within the fee.
[01:24:16.760 --> 01:24:17.720]   They're a fiduciary.
[01:24:17.720 --> 01:24:19.280]   This is really important.
[01:24:19.280 --> 01:24:22.000]   In fact, you should ask anybody who gives you advice.
[01:24:22.000 --> 01:24:23.560]   Are you a fiduciary?
[01:24:23.560 --> 01:24:25.960]   They make recommendations in your best interest.
[01:24:25.960 --> 01:24:28.760]   They are not incentivized to recommend certain funds.
[01:24:28.760 --> 01:24:31.800]   They don't have their own investment products to sell,
[01:24:31.800 --> 01:24:34.480]   but you do get unlimited expert device
[01:24:34.480 --> 01:24:36.760]   that's tailored to you exactly.
[01:24:36.760 --> 01:24:40.040]   Betterment gives you constant access to information
[01:24:40.040 --> 01:24:43.360]   and tools that allow you to track progress towards your goals.
[01:24:43.360 --> 01:24:45.320]   You'll feel smart, you will,
[01:24:45.320 --> 01:24:48.520]   and you can take advantage of down markets and up markets.
[01:24:48.520 --> 01:24:49.840]   Investing involves risks.
[01:24:49.840 --> 01:24:51.040]   I'm not saying it doesn't,
[01:24:51.040 --> 01:24:53.400]   but our listeners can get up to one year managed free
[01:24:53.400 --> 01:25:05.840]   right now if you go to betterment.com/twitbetterment.com/twitbetterment.com/twitbettermentoutsmartaverage.
[01:25:12.400 --> 01:25:15.560]   I did a bad couple of weeks for Microsoft.
[01:25:15.560 --> 01:25:17.200]   (laughs)
[01:25:17.200 --> 01:25:23.400]   Windows 10 1809.
[01:25:23.400 --> 01:25:25.200]   I don't even know what to say.
[01:25:25.200 --> 01:25:28.280]   There is no question that the worst kind of bug
[01:25:28.280 --> 01:25:30.000]   you can have in an operating system
[01:25:30.000 --> 01:25:34.000]   is one that deletes data by accident.
[01:25:34.000 --> 01:25:35.200]   That's what's happened to Microsoft.
[01:25:35.200 --> 01:25:38.840]   Not once, but twice now.
[01:25:38.840 --> 01:25:40.960]   And here's Ed Bot writing about it.
[01:25:40.960 --> 01:25:43.280]   He says, "Worst Windows 10 version ever?
[01:25:43.280 --> 01:25:48.760]   "Microsoft's terrible, horrible, no good, very bad, October."
[01:25:48.760 --> 01:25:51.360]   A lot of people are speculating why this is happening.
[01:25:51.360 --> 01:25:52.840]   Ed, do you have an opinion on this?
[01:25:52.840 --> 01:25:56.280]   Is this have something to do with the way Microsoft develops Windows?
[01:25:56.280 --> 01:26:03.200]   I don't think that was, Peter Bright wrote a really good article
[01:26:03.200 --> 01:26:04.760]   on our technical about this.
[01:26:04.760 --> 01:26:07.080]   And everyone should read that.
[01:26:08.720 --> 01:26:11.320]   It's long and it's technical,
[01:26:11.320 --> 01:26:14.240]   but I think he gets at a few points.
[01:26:14.240 --> 01:26:16.360]   - His premise is that when you did a new version
[01:26:16.360 --> 01:26:17.480]   of Windows every three years,
[01:26:17.480 --> 01:26:20.000]   you could do it in a kind of a waterfall method
[01:26:20.000 --> 01:26:23.240]   that really involved planning a short period
[01:26:23.240 --> 01:26:27.720]   of development, testing and release,
[01:26:27.720 --> 01:26:29.120]   but that it's not working as well
[01:26:29.120 --> 01:26:33.440]   in the shorter time frames of the dual yearly releases.
[01:26:33.440 --> 01:26:38.320]   And Microsoft fired all the professional testers
[01:26:38.320 --> 01:26:40.920]   and basically is relied, it seems,
[01:26:40.920 --> 01:26:43.640]   on the Windows Insiders program,
[01:26:43.640 --> 01:26:45.000]   which is you're getting people
[01:26:45.000 --> 01:26:46.760]   who are not professional testers.
[01:26:46.760 --> 01:26:48.560]   And so the testing has been somewhat helpful.
[01:26:48.560 --> 01:26:50.920]   - It's slightly more complicated than that.
[01:26:50.920 --> 01:26:56.000]   And so my thesis in this article is,
[01:26:56.000 --> 01:26:58.840]   there's a great management principle,
[01:26:58.840 --> 01:27:03.000]   really important management principle.
[01:27:03.000 --> 01:27:05.840]   What gets measured gets done, right?
[01:27:05.840 --> 01:27:09.960]   And what Microsoft has done with Windows 10,
[01:27:09.960 --> 01:27:12.080]   and they caught a lot of flak
[01:27:12.080 --> 01:27:18.960]   unjustifiably, in my opinion, on privacy issues
[01:27:18.960 --> 01:27:24.080]   because of all the monitoring diagnostic feedback technology
[01:27:24.080 --> 01:27:26.000]   that they built into Windows 10.
[01:27:26.000 --> 01:27:28.680]   What that's given them is the ability to look
[01:27:28.680 --> 01:27:33.560]   in real time at these dashboards as software is installed,
[01:27:33.560 --> 01:27:36.440]   as drivers are installed, as people use the product,
[01:27:36.440 --> 01:27:39.280]   as they open the start menu and--
[01:27:39.280 --> 01:27:40.880]   - Microsoft calls it telemetry.
[01:27:40.880 --> 01:27:42.640]   And in fact, that's that stuff that's
[01:27:42.640 --> 01:27:45.120]   sending back to the home office all the time, right?
[01:27:45.120 --> 01:27:50.080]   - And so they have become so obsessed with telemetry
[01:27:50.080 --> 01:27:52.880]   that that has become the metric
[01:27:52.880 --> 01:27:54.160]   that they use for everything.
[01:27:54.160 --> 01:27:57.920]   And so when they see a problem, they say,
[01:27:57.920 --> 01:28:00.680]   well, on our telemetry dashboards,
[01:28:00.680 --> 01:28:05.440]   we see that blue screens are down 35%,
[01:28:05.440 --> 01:28:07.800]   and driver problems are down 17%,
[01:28:07.800 --> 01:28:11.160]   and the start menu is opening 17 seconds faster,
[01:28:11.160 --> 01:28:15.280]   17% faster, and so on and so on.
[01:28:15.280 --> 01:28:18.280]   The trouble is that the problems
[01:28:18.280 --> 01:28:20.400]   that they've been encountering throughout the month
[01:28:20.400 --> 01:28:23.480]   of October, and there are a few other ones here as well,
[01:28:23.480 --> 01:28:26.120]   are the kind of things that you're not going to see
[01:28:26.120 --> 01:28:27.480]   in telemetry.
[01:28:28.400 --> 01:28:31.720]   And they basically require--
[01:28:31.720 --> 01:28:36.120]   so let me see if I can very briefly explain
[01:28:36.120 --> 01:28:40.360]   the killer bug that caused them to pull the software
[01:28:40.360 --> 01:28:42.160]   four days after they released it,
[01:28:42.160 --> 01:28:43.960]   which is kind of unheard of.
[01:28:43.960 --> 01:28:50.720]   If you had relocated your documents and videos
[01:28:50.720 --> 01:28:52.840]   and music folders to a different drive,
[01:28:52.840 --> 01:28:55.840]   using the built-in feature, Windows 10,
[01:28:55.840 --> 01:28:58.640]   all versions of Windows for that.
[01:28:58.640 --> 01:29:01.400]   You said, I want this on the D drive instead of the C drive,
[01:29:01.400 --> 01:29:02.760]   and so you click that thing.
[01:29:02.760 --> 01:29:06.720]   But if you left the original folder on the C drive,
[01:29:06.720 --> 01:29:10.000]   the installer program said, oh, okay,
[01:29:10.000 --> 01:29:14.920]   we're, you know, you've relocated your personal files.
[01:29:14.920 --> 01:29:18.880]   And so therefore, anything that's in the original location
[01:29:18.880 --> 01:29:20.960]   is junk, and we're just going to get rid of it
[01:29:20.960 --> 01:29:23.440]   during the process of upgrading to this new version.
[01:29:23.440 --> 01:29:27.040]   And Ick, that's not the way that a lot of people
[01:29:27.040 --> 01:29:27.880]   had done this.
[01:29:27.880 --> 01:29:30.440]   They had files in two different places.
[01:29:30.440 --> 01:29:31.280]   That's the kind of thing.
[01:29:31.280 --> 01:29:34.640]   Telemetry is never going to tell you that that happened.
[01:29:34.640 --> 01:29:39.960]   And this was reported by bug testers,
[01:29:39.960 --> 01:29:44.960]   by amateurs, testers in the Windows Insider program.
[01:29:44.960 --> 01:29:47.680]   They had been reporting this sporadically
[01:29:47.680 --> 01:29:51.960]   for several months, but non-professionals
[01:29:51.960 --> 01:29:54.600]   don't write good bug reports.
[01:29:54.600 --> 01:29:59.600]   And so these things never rose to the level of urgency
[01:29:59.600 --> 01:30:02.880]   that an engineer needed to see them.
[01:30:02.880 --> 01:30:05.840]   And back to your point, Leo, yes,
[01:30:05.840 --> 01:30:10.320]   when they got rid of the dedicated testers,
[01:30:10.320 --> 01:30:12.640]   the things that dedicated testers do
[01:30:12.640 --> 01:30:17.040]   in a situation like this is they start testing edge cases.
[01:30:17.040 --> 01:30:20.400]   The developer says, well, I wrote this product
[01:30:20.400 --> 01:30:23.040]   to do this feature, and here's how it was designed,
[01:30:23.040 --> 01:30:24.720]   and it works as designed.
[01:30:24.720 --> 01:30:29.280]   And a good tester says, what happens if I do this?
[01:30:29.280 --> 01:30:30.800]   Why would you do that?
[01:30:30.800 --> 01:30:32.200]   I'm an end user.
[01:30:32.200 --> 01:30:34.240]   And you do crazy things.
[01:30:34.240 --> 01:30:38.400]   End users do off the wall things
[01:30:38.400 --> 01:30:42.080]   for whatever reason they have for doing those things.
[01:30:42.080 --> 01:30:46.120]   But that's my thesis of why this happened,
[01:30:46.120 --> 01:30:50.040]   is that they didn't have processes in place
[01:30:50.040 --> 01:30:53.280]   to effectively identify these kind of edge cases.
[01:30:53.280 --> 01:30:56.840]   So the bottom line is they do have,
[01:30:56.840 --> 01:31:01.840]   Windows 10 is, I think, verifiably more reliable
[01:31:01.840 --> 01:31:07.240]   and more performant than any previous version of Windows.
[01:31:07.240 --> 01:31:12.240]   And yet that is because of the system
[01:31:12.240 --> 01:31:15.720]   that they built that allowed some of these weirdo bugs
[01:31:15.720 --> 01:31:17.720]   to slip through, and they only affect
[01:31:17.720 --> 01:31:19.360]   a small number of people.
[01:31:19.360 --> 01:31:22.600]   But it really hurts if you're one of the people
