
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[01:22:51.500 --> 01:22:54.060]   exactly as you said, they're kind of oppositioning it.
[01:22:54.060 --> 01:22:56.340]   They want the perception to be that they're protecting you.
[01:22:56.340 --> 01:22:58.460]   They also want it to be clear to law enforcement
[01:22:58.460 --> 01:23:00.780]   and anybody paying attention that, in fact, if law enforcement
[01:23:00.780 --> 01:23:02.060]   needs it.
[01:23:02.060 --> 01:23:02.860]   And you know what?
[01:23:02.860 --> 01:23:04.700]   You may even say-- and I think a lot of the public says,
[01:23:04.700 --> 01:23:05.660]   no, no, that's fine.
[01:23:05.660 --> 01:23:08.740]   If the FBI asks, you should stand and deliver.
[01:23:08.740 --> 01:23:11.060]   But what people don't get is, well, if that's the case,
[01:23:11.060 --> 01:23:14.060]   it also means that that is less secure for a bad guy,
[01:23:14.060 --> 01:23:19.220]   that somebody misbehaving employee at Apple
[01:23:19.220 --> 01:23:21.980]   might have access to that and hackers might have access.
[01:23:21.980 --> 01:23:23.940]   And in fact, that is what happened
[01:23:23.940 --> 01:23:26.140]   with the naked photos of Jennifer Lawrence.
[01:23:26.140 --> 01:23:27.580]   That was a fishing campaign.
[01:23:27.580 --> 01:23:31.060]   But they got in through-- those were iCloud-stored photos,
[01:23:31.060 --> 01:23:31.260]   right?
[01:23:31.260 --> 01:23:32.580]   Yeah, because they fished them.
[01:23:32.580 --> 01:23:33.500]   Well, we don't know exactly.
[01:23:33.500 --> 01:23:33.980]   No, they did.
[01:23:33.980 --> 01:23:34.620]   We found out.
[01:23:34.620 --> 01:23:35.620]   It was a fishing campaign.
[01:23:35.620 --> 01:23:36.300]   Yeah, all right.
[01:23:36.300 --> 01:23:38.260]   It was just a special engineering campaign.
[01:23:38.260 --> 01:23:40.620]   Because I thought some of it might have been social engineering.
[01:23:40.620 --> 01:23:43.100]   Yeah, but I mean, I thought it was calling Apple reps
[01:23:43.100 --> 01:23:47.420]   and getting some information from them and maybe not.
[01:23:47.420 --> 01:23:48.900]   Matt Honan's hack was a fishing--
[01:23:48.900 --> 01:23:49.980]   That was a fishing campaign.
[01:23:49.980 --> 01:23:50.940]   That was social engineering.
[01:23:50.940 --> 01:23:52.820]   That was Apple Amazon.
[01:23:52.820 --> 01:23:53.340]   Right.
[01:23:53.340 --> 01:23:55.260]   They used a social engineering with Apple
[01:23:55.260 --> 01:23:56.780]   and Amazon to collate information.
[01:23:56.780 --> 01:23:58.980]   It was super easy because we had to do research.
[01:23:58.980 --> 01:24:00.140]   But Apple changed it.
[01:24:00.140 --> 01:24:02.420]   And Amazon changed it, they say.
[01:24:02.420 --> 01:24:03.220]   But that's my point.
[01:24:03.220 --> 01:24:07.500]   You say if Apple can see the data, if Dropbox can see the data,
[01:24:07.500 --> 01:24:10.420]   it doesn't-- yes, they can say, well, we're only
[01:24:10.420 --> 01:24:12.620]   going to hand it over to law enforcement.
[01:24:12.620 --> 01:24:14.260]   But in fact, it makes it less secure.
[01:24:14.260 --> 01:24:15.540]   Right, exactly.
[01:24:15.540 --> 01:24:19.260]   And one of the things that helps you understand Apple's
[01:24:19.260 --> 01:24:21.780]   decision-making processes, they are very, very good,
[01:24:21.780 --> 01:24:23.620]   and almost unique in the industry,
[01:24:23.620 --> 01:24:26.620]   at looking at the long game on every single aspect.
[01:24:26.620 --> 01:24:28.380]   They look ahead in the future, and they--
[01:24:28.380 --> 01:24:29.860]   I guarantee you, they have meetings,
[01:24:29.860 --> 01:24:32.900]   and they say, OK, they're going to be large numbers
[01:24:32.900 --> 01:24:35.820]   of really, really horrible hacks where lots and lots of data.
[01:24:35.820 --> 01:24:36.820]   What are we going to say?
[01:24:36.820 --> 01:24:37.940]   Yeah, what will be your response?
[01:24:37.940 --> 01:24:38.740]   OK, that's scenario one.
[01:24:38.740 --> 01:24:40.060]   We need to be ready for that.
[01:24:40.060 --> 01:24:41.340]   And then there's another scenario.
[01:24:41.340 --> 01:24:43.180]   There's going to be horrible terrorist attacks
[01:24:43.180 --> 01:24:46.540]   where catching the bad guys going to involve using a phone.
[01:24:46.540 --> 01:24:47.820]   What are we going to say?
[01:24:47.820 --> 01:24:49.380]   So they have a story for both of those.
[01:24:49.380 --> 01:24:51.300]   The story on the one hand is that they ask for it,
[01:24:51.300 --> 01:24:52.700]   and it's illegal, and it's a warrant.
[01:24:52.700 --> 01:24:54.620]   We give it to them, give it anything.
[01:24:54.620 --> 01:24:56.620]   The other thing is, oh, we don't put things in the cloud.
[01:24:56.620 --> 01:24:57.380]   The cloud's dangerous.
[01:24:57.380 --> 01:24:59.740]   We keep everything on the phone and secure, you know, all that.
[01:24:59.740 --> 01:25:00.820]   That's their story for that.
[01:25:00.820 --> 01:25:03.660]   But they're looking, and they know events will take place
[01:25:03.660 --> 01:25:06.060]   that will put them in the spotlight at some point.
[01:25:06.060 --> 01:25:09.220]   Meanwhile, what's the most secure device that
[01:25:09.220 --> 01:25:10.700]   is generally available to consumers?
[01:25:10.700 --> 01:25:12.060]   It's a Chromebook.
[01:25:12.060 --> 01:25:13.300]   It's all cloud.
[01:25:13.300 --> 01:25:13.780]   Right.
[01:25:13.780 --> 01:25:16.860]   And that's super, super secure, because Google is super secure.
[01:25:16.860 --> 01:25:17.940]   And by the way, I'd like to--
[01:25:17.940 --> 01:25:21.060]   speaking of Google Plus's fifth year anniversary,
[01:25:21.060 --> 01:25:24.300]   I'm glad Sundar Pichai got hacked on Twitter and Quora.
[01:25:24.300 --> 01:25:28.060]   Because he's been using Twitter instead of his own Google Plus.
[01:25:28.060 --> 01:25:29.700]   And has Google Plus ever been hacked?
[01:25:29.700 --> 01:25:30.700]   No.
[01:25:30.700 --> 01:25:31.700]   People got a reason to--
[01:25:31.700 --> 01:25:32.700]   Is it Google Plus?
[01:25:32.700 --> 01:25:33.700]   We know it.
[01:25:33.700 --> 01:25:34.940]   Do we know if Google-- I mean, it might have been hacked.
[01:25:34.940 --> 01:25:35.940]   Who cares?
[01:25:35.940 --> 01:25:39.260]   There's never been that false post in Sundar Pichai's account
[01:25:39.260 --> 01:25:39.940]   or more.
[01:25:39.940 --> 01:25:43.420]   Well, someone hacks your email account.
[01:25:43.420 --> 01:25:44.660]   They have access to your--
[01:25:44.660 --> 01:25:45.540]   So we know how--
[01:25:45.540 --> 01:25:45.980]   So it has been hacked.
[01:25:45.980 --> 01:25:46.820]   They just don't care.
[01:25:46.820 --> 01:25:50.020]   We know how Sundar got hacked, and we know how Quora got hacked.
[01:25:50.020 --> 01:25:52.700]   Third party apps that had been given permission
[01:25:52.700 --> 01:25:53.940]   to post on their behalf.
[01:25:53.940 --> 01:25:55.860]   So we never used third party apps.
[01:25:55.860 --> 01:25:56.380]   That's--
[01:25:56.380 --> 01:25:57.780]   That was a third party app.
[01:25:57.780 --> 01:25:58.300]   That's a third party app.
[01:25:58.300 --> 01:26:00.620]   But somebody hacked a third party app.
[01:26:00.620 --> 01:26:02.780]   They had permission to post on their Twitter account
[01:26:02.780 --> 01:26:03.540]   and then use that--
[01:26:03.540 --> 01:26:04.900]   Of which they're an on for Google Plus.
[01:26:04.900 --> 01:26:06.820]   And we've been suffering from the lack of third party
[01:26:06.820 --> 01:26:07.860]   in a little way.
[01:26:07.860 --> 01:26:10.020]   So it's secure because they don't allow that.
[01:26:10.020 --> 01:26:10.940]   Yeah, exactly.
[01:26:10.940 --> 01:26:12.420]   This happened to me recently, actually.
[01:26:12.420 --> 01:26:13.940]   A tweet went out from my account
[01:26:13.940 --> 01:26:15.620]   from the official four square service.
[01:26:15.620 --> 01:26:16.820]   That was like Garbledygook.
[01:26:16.820 --> 01:26:19.180]   And so I was like, I haven't used four squares since I was 14.
[01:26:19.180 --> 01:26:19.900]   I've had that happen too.
[01:26:19.900 --> 01:26:20.400]   Yeah.
[01:26:20.400 --> 01:26:20.980]   And so I was very confused.
[01:26:20.980 --> 01:26:22.300]   So we went through it to my Twitter account
[01:26:22.300 --> 01:26:24.100]   and tried to undo third party app access.
[01:26:24.100 --> 01:26:25.260]   And over the years--
[01:26:25.260 --> 01:26:29.580]   It was like 150 things that were a lot of close from my account.
[01:26:29.580 --> 01:26:30.780]   I killed all of them.
[01:26:30.780 --> 01:26:31.620]   That's terrifying.
[01:26:31.620 --> 01:26:34.900]   That is, by the way, the moral of that Cinder Pachart story,
[01:26:34.900 --> 01:26:37.580]   which is you should go through Facebook and Twitter
[01:26:37.580 --> 01:26:39.460]   and look at the app permissions and kill those apps.
[01:26:39.460 --> 01:26:40.300]   Anything that you don't see.
[01:26:40.300 --> 01:26:42.100]   It's not you should use Google Plus.
[01:26:42.100 --> 01:26:42.580]   It's the other one.
[01:26:42.580 --> 01:26:43.080]   No, sadly.
[01:26:43.080 --> 01:26:44.260]   No one's given that advice ever.
[01:26:44.260 --> 01:26:44.740]   It's checking.
[01:26:44.740 --> 01:26:46.660]   I think that you can't pack Google Plus in the back
[01:26:46.660 --> 01:26:49.020]   and say how secure it is because they don't allow right access
[01:26:49.020 --> 01:26:50.300]   to third party apps.
[01:26:50.300 --> 01:26:52.140]   I think the CEO of a company should
[01:26:52.140 --> 01:26:53.260]   use his to eat his own dog food.
[01:26:53.260 --> 01:26:53.500]   Should use that.
[01:26:53.500 --> 01:26:54.420]   That's all I'm saying.
[01:26:54.420 --> 01:26:55.900]   Well, finding Zuckerberg should use Friendfish.
[01:26:55.900 --> 01:26:58.020]   I mean, his dog food, he should eat it too.
[01:26:58.020 --> 01:26:58.300]   That's all.
[01:26:58.300 --> 01:27:01.900]   Incidentally, a story that came out a couple of days ago
[01:27:01.900 --> 01:27:04.460]   on the full disk encryption in Android.
[01:27:04.460 --> 01:27:06.580]   Most Android phones now are encrypted by default.
[01:27:06.580 --> 01:27:08.380]   All of them equals are.
[01:27:08.380 --> 01:27:12.500]   However, it turns out-- and by the way, this post was complicated
[01:27:12.500 --> 01:27:14.940]   and somewhat above my pay grade.
[01:27:14.940 --> 01:27:17.660]   But according to this post, and I haven't seen anything
[01:27:17.660 --> 01:27:20.740]   to contradict it, they figured out
[01:27:20.740 --> 01:27:24.900]   how using a flaw in the way Qualcomm enables
[01:27:24.900 --> 01:27:27.420]   a secure store in the encryption.
[01:27:27.420 --> 01:27:31.340]   And there is a way, not an easy way, but there is a way.
[01:27:31.340 --> 01:27:35.180]   If you understand this chart, you too can crack.
[01:27:35.180 --> 01:27:36.620]   Then you are Steve Gibson.
[01:27:36.620 --> 01:27:37.060]   And you can't.
[01:27:37.060 --> 01:27:38.060]   There's always a way.
[01:27:38.060 --> 01:27:38.660]   There's always a way.
[01:27:38.660 --> 01:27:40.460]   Well, people are like, well, our software is secure.
[01:27:40.460 --> 01:27:42.220]   But yeah, but is your hardware secure?
[01:27:42.220 --> 01:27:43.580]   Are you building your own hardware?
[01:27:43.580 --> 01:27:44.500]   There's always a way.
[01:27:44.500 --> 01:27:45.300]   Two apples credit.
[01:27:45.300 --> 01:27:47.500]   You can say there isn't a way to break apples
[01:27:47.500 --> 01:27:48.780]   into full disk encryption.
[01:27:48.780 --> 01:27:51.860]   Or guess we know there is because the FBI got help, right?
[01:27:51.860 --> 01:27:52.300]   Is there?
[01:27:52.300 --> 01:27:53.100]   I don't know.
[01:27:53.100 --> 01:27:53.700]   Well, yeah.
[01:27:53.700 --> 01:27:54.300]   I'm going to say I can do it.
[01:27:54.300 --> 01:27:56.860]   Everything-- yeah, the NSA is supposed to--
[01:27:56.860 --> 01:27:57.620]   Apples done everything.
[01:27:57.620 --> 01:27:58.780]   They've been writing about how they've had it.
[01:27:58.780 --> 01:27:59.580]   If you want to work with the FBI.
[01:27:59.580 --> 01:28:01.780]   If you read this article, it does compare
[01:28:01.780 --> 01:28:06.420]   how Apple stores the encryption key versus how Google does it.
[01:28:06.420 --> 01:28:11.460]   And Apple does seem to have a better scheme than Google's
[01:28:11.460 --> 01:28:11.820]   scheme.
[01:28:11.820 --> 01:28:14.860]   This is Apple's scheme involving something
[01:28:14.860 --> 01:28:17.340]   called entanglement.
[01:28:17.340 --> 01:28:18.780]   Sounds complicated.
[01:28:18.780 --> 01:28:20.980]   It tangles your password with another thing.
[01:28:20.980 --> 01:28:22.940]   It's like an episode of Game of Thrones.
[01:28:22.940 --> 01:28:23.460]   Yeah.
[01:28:23.460 --> 01:28:24.020]   I don't think so.
[01:28:24.020 --> 01:28:24.940]   What to tangle with?
[01:28:24.940 --> 01:28:26.340]   Battle of the entanglement.
[01:28:26.340 --> 01:28:26.980]   Let's take a break.
[01:28:26.980 --> 01:28:29.820]   I want to talk about the new Facebook feed.
[01:28:29.820 --> 01:28:31.340]   I might have buried the lead.
[01:28:31.340 --> 01:28:33.260]   There's actually some very big stories
[01:28:33.260 --> 01:28:35.260]   that we didn't talk about, including, of course,
[01:28:35.260 --> 01:28:36.780]   the fifth anniversary of Google Plus.
[01:28:36.780 --> 01:28:37.780]   Yeah, that's a huge story.
[01:28:37.780 --> 01:28:40.180]   Cannot, cannot forget.
[01:28:40.180 --> 01:28:40.980]   I cannot forget that.
[01:28:40.980 --> 01:28:41.860]   I want to talk about that.
[01:28:41.860 --> 01:28:43.540]   I'm talking, of course, about the Tesla fatality.
[01:28:43.540 --> 01:28:44.740]   Yes.
[01:28:44.740 --> 01:28:47.260]   And lots more.
[01:28:47.260 --> 01:28:49.540]   And this little public service announcement,
[01:28:49.540 --> 01:28:52.820]   whatever you do, don't eat gas station, Nuke.
[01:28:52.820 --> 01:28:55.460]   Our show today brought to you by BrainTree.
[01:28:55.460 --> 01:28:59.620]   BrainTree is the solution for the mobile app developer
[01:28:59.620 --> 01:29:03.020]   who wants to add payment to their apps.
[01:29:03.020 --> 01:29:05.700]   I think if you're writing a mobile app
[01:29:05.700 --> 01:29:08.100]   and you know you want to have customers use your app
[01:29:08.100 --> 01:29:10.220]   to buy things, to pay for things,
[01:29:10.220 --> 01:29:11.740]   there's a couple of ways to address this.
[01:29:11.740 --> 01:29:14.300]   One would be to write a full-stack solution yourself.
[01:29:14.300 --> 01:29:16.740]   I think if you're a developer, you know.
[01:29:16.740 --> 01:29:18.460]   And that's not the right way to do it.
[01:29:18.460 --> 01:29:20.860]   Not only is it hard to do, it's hard to do right
[01:29:20.860 --> 01:29:22.740]   unless you're really an expert.
[01:29:22.740 --> 01:29:25.420]   And even then, it's a pain because then somebody
[01:29:25.420 --> 01:29:26.460]   adds a new form of payment.
[01:29:26.460 --> 01:29:28.980]   You got to go back in the code and write the whole thing.
[01:29:28.980 --> 01:29:30.580]   So what you're probably going to want to do
[01:29:30.580 --> 01:29:32.340]   is go out and look and see what other people use.
[01:29:32.340 --> 01:29:34.060]   You might check, for instance, well, you know,
[01:29:34.060 --> 01:29:36.300]   what's the best payment experience out there?
[01:29:36.300 --> 01:29:37.380]   Uber, right?
[01:29:37.380 --> 01:29:37.900]   It's great.
[01:29:37.900 --> 01:29:39.380]   You get out of the car, you're done.
[01:29:39.380 --> 01:29:40.780]   So what does Uber use, you might ask?
[01:29:40.780 --> 01:29:41.740]   Or what does Lyft use?
[01:29:41.740 --> 01:29:44.100]   Maybe you use GitHub, of course you do.
[01:29:44.100 --> 01:29:46.260]   What does GitHub that they, these guys are smart?
[01:29:46.260 --> 01:29:47.180]   What would they use?
[01:29:47.180 --> 01:29:48.740]   What would Airbnb hotels tonight?
[01:29:48.740 --> 01:29:49.580]   You know what?
[01:29:49.580 --> 01:29:51.060]   The answer is the same in every case.
[01:29:51.060 --> 01:29:54.460]   All of those services, CASPER and boxed,
[01:29:54.460 --> 01:29:58.860]   and everybody use brain tree.
[01:29:58.860 --> 01:30:00.940]   You know, viable pins on Pinterest.
