
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[01:23:14.400 --> 01:23:15.880]   I have no problem with that.
[01:23:15.880 --> 01:23:18.240]   But I don't want anybody to tell me not to do it.
[01:23:18.240 --> 01:23:20.960]   And I don't want people to shut down businesses that do it.
[01:23:20.960 --> 01:23:22.440]   And that's what's happening.
[01:23:22.440 --> 01:23:25.800]   I think that I should be able to expect the right to privacy
[01:23:25.800 --> 01:23:30.040]   and still be able to use a phone cell phone in a certain manner
[01:23:30.040 --> 01:23:31.640]   whichever that might be, right?
[01:23:31.640 --> 01:23:32.760]   I think that's bloody.
[01:23:32.760 --> 01:23:35.680]   Them harvesting my information for profit.
[01:23:35.680 --> 01:23:38.000]   That's like saying I should be able to walk a tightrope
[01:23:38.000 --> 01:23:38.880]   without falling off.
[01:23:38.880 --> 01:23:40.120]   I mean, this is--
[01:23:40.120 --> 01:23:41.000]   Well, if you practice.
[01:23:41.000 --> 01:23:45.440]   If you're carrying a smartphone, I think that's--
[01:23:45.440 --> 01:23:47.120]   I think there's no way--
[01:23:47.120 --> 01:23:50.520]   I don't care if it's an Apple smartphone or not.
[01:23:50.520 --> 01:23:52.560]   You're presuming that you're somehow
[01:23:52.560 --> 01:23:53.840]   able to do that privately.
[01:23:53.840 --> 01:23:54.760]   You're not.
[01:23:54.760 --> 01:23:56.000]   Period.
[01:23:56.000 --> 01:23:57.840]   Doesn't require Apple to cooperate.
[01:23:57.840 --> 01:23:59.160]   You're just not.
[01:23:59.160 --> 01:24:00.760]   So--
[01:24:00.760 --> 01:24:02.040]   I just want people to know that.
[01:24:02.040 --> 01:24:02.520]   All I can have--
[01:24:02.520 --> 01:24:03.200]   Oh, I agree.
[01:24:03.200 --> 01:24:05.240]   We should tell people that.
[01:24:05.240 --> 01:24:06.240]   But what's the choice?
[01:24:06.240 --> 01:24:07.320]   Not be on the internet?
[01:24:07.320 --> 01:24:08.880]   Not carry a smartphone?
[01:24:08.880 --> 01:24:09.760]   Sure.
[01:24:09.760 --> 01:24:12.520]   I mean, if people may make that choice, not many.
[01:24:12.520 --> 01:24:13.560]   I don't think there's a half--
[01:24:13.560 --> 01:24:14.600]   I think Georgia--
[01:24:14.600 --> 01:24:15.880]   I understand what you're saying, but I don't think there's
[01:24:15.880 --> 01:24:16.520]   a half choice.
[01:24:16.520 --> 01:24:17.480]   I don't think you could say.
[01:24:17.480 --> 01:24:20.520]   Well, I'd like to use all these technologies and be private.
[01:24:20.520 --> 01:24:23.840]   By its very nature, it's not private.
[01:24:23.840 --> 01:24:26.320]   And it doesn't require Apple to be complicit or Google
[01:24:26.320 --> 01:24:27.560]   to be complicit.
[01:24:27.560 --> 01:24:30.240]   It's-- it's-- you know, I mean, if a government wants
[01:24:30.240 --> 01:24:32.760]   to eavesdrop on you, there's nothing to stop them.
[01:24:32.760 --> 01:24:37.320]   They just-- they just authorized the Pfizer Act again.
[01:24:37.320 --> 01:24:39.680]   There's nothing to stop you.
[01:24:39.680 --> 01:24:41.840]   So you know, I mean, you're carrying a microphone
[01:24:41.840 --> 01:24:43.280]   in your pocket and you're saying, well, I don't
[01:24:43.280 --> 01:24:44.280]   want anybody to listen.
[01:24:44.280 --> 01:24:49.560]   What are you going to do?
[01:24:49.560 --> 01:24:49.920]   I don't know.
[01:24:49.920 --> 01:24:50.960]   I think we're screwed.
[01:24:50.960 --> 01:24:52.920]   [LAUGHTER]
[01:24:52.920 --> 01:24:55.040]   But I don't think it's-- I don't feel screwed, but Tim,
[01:24:55.040 --> 01:24:57.920]   do you have an opinion you want to weigh in?
[01:24:57.920 --> 01:24:59.400]   I was just going to add that I actually
[01:24:59.400 --> 01:25:01.360]   added the trend of the arson culture and selfies.
[01:25:01.360 --> 01:25:02.920]   Everyone on the internet did this week.
[01:25:02.920 --> 01:25:05.040]   And I shot to the number of people who replied to me and said,
[01:25:05.040 --> 01:25:06.880]   oh, but now Google knows what you look like.
[01:25:06.880 --> 01:25:07.400]   Yes.
[01:25:07.400 --> 01:25:08.040]   And you know, I mean--
[01:25:08.040 --> 01:25:08.560]   Exactly.
[01:25:08.560 --> 01:25:10.160]   --I mean, of course Google knows what I look like.
[01:25:10.160 --> 01:25:11.400]   Come on, are you kidding me?
[01:25:11.400 --> 01:25:13.320]   What is I going to do with that?
[01:25:13.320 --> 01:25:15.720]   To this point, there's definitely a lack of awareness,
[01:25:15.720 --> 01:25:18.320]   I think, of what these companies already know about you.
[01:25:18.320 --> 01:25:21.120]   So I think some better legislation around disclaimers
[01:25:21.120 --> 01:25:22.400]   would be nice.
[01:25:22.400 --> 01:25:23.920]   But I think ultimately a lot of people
[01:25:23.920 --> 01:25:25.920]   have a lot to learn in terms of what companies already
[01:25:25.920 --> 01:25:27.120]   know about you.
[01:25:27.120 --> 01:25:29.040]   That's the name known for years, by the way.
[01:25:29.040 --> 01:25:31.200]   Here's one thing not to do if you--
[01:25:31.200 --> 01:25:33.080]   this happened on Friday.
[01:25:33.080 --> 01:25:37.160]   Guy passed out behind the wheel of his Tesla,
[01:25:37.160 --> 01:25:38.960]   got stopped by the CHP.
[01:25:38.960 --> 01:25:43.000]   He said, oh, don't worry, I'm on autopilot.
[01:25:43.000 --> 01:25:45.600]   He was at the CHP and the California Highway Patrol
[01:25:45.600 --> 01:25:48.320]   was at great pains to tweet this, arrested and charged
[01:25:48.320 --> 01:25:50.720]   the suspicion of DOI car towed.
[01:25:50.720 --> 01:25:54.440]   No, it did not drive itself to the tow yard.
[01:25:54.440 --> 01:25:55.120]   So just--
[01:25:55.120 --> 01:25:57.040]   Another case where people don't understand
[01:25:57.040 --> 01:25:59.640]   what their technology is doing, autopilot is not--
[01:25:59.640 --> 01:26:00.640]   it's self-driving cars.
[01:26:00.640 --> 01:26:00.960]   It's not autopilot.
[01:26:00.960 --> 01:26:03.160]   It's probably poorly named.
[01:26:03.160 --> 01:26:05.240]   But to be fair, the guy's blood alcohol level
[01:26:05.240 --> 01:26:06.560]   was twice the legal limit.
[01:26:06.560 --> 01:26:09.200]   So his judgment was a little impaired anyway.
[01:26:09.200 --> 01:26:10.000]   Sure.
[01:26:10.000 --> 01:26:13.200]   I wonder, if you get a DUI in a lot of places in California,
[01:26:13.200 --> 01:26:14.680]   you have to have a--
[01:26:14.680 --> 01:26:16.920]   and this is probably true in lots of places--
[01:26:16.920 --> 01:26:19.880]   you have to have a breathalyzer installed on your ignition.
[01:26:19.880 --> 01:26:21.120]   Yeah, I think that's a great thing.
[01:26:21.120 --> 01:26:24.440]   And I sort of wonder if that's just going to happen.
[01:26:24.440 --> 01:26:27.760]   If once that technology becomes cheaper and easier to install,
[01:26:27.760 --> 01:26:29.960]   insurers are simply going to say,
[01:26:29.960 --> 01:26:31.880]   your rate is going to be twice as expensive unless you
[01:26:31.880 --> 01:26:32.920]   have this on your car.
[01:26:32.920 --> 01:26:34.680]   You know what's interesting about that Google--
[01:26:34.680 --> 01:26:36.720]   And they just get their child to drive on it,
[01:26:36.720 --> 01:26:38.040]   your cat or something.
[01:26:38.040 --> 01:26:39.240]   You see where I'm going.
[01:26:39.240 --> 01:26:41.240]   As long as you can go to McDonald's.
[01:26:41.240 --> 01:26:43.600]   What?
[01:26:43.600 --> 01:26:46.880]   Every eight-year-old knows how to get to McDonald's.
[01:26:46.880 --> 01:26:49.280]   Actually, what was I going to say now?
[01:26:49.280 --> 01:26:50.480]   I'm sorry.
[01:26:50.480 --> 01:26:51.440]   You got me laughing.
[01:26:51.440 --> 01:26:54.440]   The cat is the cat talk, right?
[01:26:54.440 --> 01:26:55.880]   The cat driving the car.
[01:26:55.880 --> 01:26:58.720]   Tootses.
[01:26:58.720 --> 01:26:59.480]   Let's take a break.
[01:26:59.480 --> 01:27:01.960]   And I'll think of what I was going to--
[01:27:01.960 --> 01:27:02.720]   Sorry.
[01:27:02.720 --> 01:27:03.400]   --the mind brain.
[01:27:03.400 --> 01:27:04.200]   It's going.
[01:27:04.200 --> 01:27:07.560]   This is why I need a self-driving vehicle.
[01:27:07.560 --> 01:27:10.600]   My mind needs a self-driving vehicle.
[01:27:10.600 --> 01:27:12.520]   Our show today brought to you by Rocket Mortgage
[01:27:12.520 --> 01:27:13.320]   from Quick and Loans.
[01:27:13.320 --> 01:27:16.120]   Folks, if you are in the market for a new home,
[01:27:16.120 --> 01:27:18.560]   unless you're one of the 1/10 of 1%
[01:27:18.560 --> 01:27:20.480]   who's going to pay for this in cash,
[01:27:20.480 --> 01:27:22.160]   you're probably going to get a home loan, right?
[01:27:22.160 --> 01:27:23.880]   Can I make a recommendation?
[01:27:23.880 --> 01:27:26.040]   Do it from the best lender in the country.
[01:27:26.040 --> 01:27:28.800]   Number one in customer satisfaction.
[01:27:28.800 --> 01:27:31.920]   For eight years running, it's quick and loans.
[01:27:31.920 --> 01:27:34.400]   And especially because they've made a loan product that
[01:27:34.400 --> 01:27:36.240]   is designed for us, the geeks.
[01:27:36.240 --> 01:27:38.400]   It's called Rocket Mortgage.
[01:27:38.400 --> 01:27:42.520]   But I didn't know and I learned it's kind of interesting
[01:27:42.520 --> 01:27:45.760]   is that originally, Quick and Loans was called,
[01:27:45.760 --> 01:27:47.600]   I think, Rock Financial.
[01:27:47.600 --> 01:27:51.000]   When Dan Gilbert founded it in the 1990s,
[01:27:51.000 --> 01:27:53.880]   he sold it to Quick and they renamed it Quick and Loans.
[01:27:53.880 --> 01:27:56.160]   And then three years later, he said, I'm buying this back.
[01:27:56.160 --> 01:27:57.560]   I want to run this company.
[01:27:57.560 --> 01:27:59.000]   But they kept the name.
[01:27:59.000 --> 01:28:00.800]   But remember, Rock Financial, I think
[01:28:00.800 --> 01:28:03.040]   Rocket Mortgage is Dan Gilbert's way of saying,
[01:28:03.040 --> 01:28:04.960]   we're back, baby.
[01:28:04.960 --> 01:28:05.560]   I love it.
[01:28:05.560 --> 01:28:06.120]   I love the name.
[01:28:06.120 --> 01:28:11.360]   It also is a pun because it lifts the burden of the home loan.
[01:28:11.360 --> 01:28:13.520]   It also brings you the home loan process
[01:28:13.520 --> 01:28:17.440]   into the 21st century because you can do it all on your phone
[01:28:17.440 --> 01:28:20.240]   or your tablet or your computer in a matter of minutes.
[01:28:20.240 --> 01:28:22.000]   You don't have to go to the bank.
[01:28:22.000 --> 01:28:24.960]   You don't have to sit there while the bank--
[01:28:24.960 --> 01:28:26.560]   I don't know what it is about loan officers.
[01:28:26.560 --> 01:28:28.920]   And if you're a loan officer, I'm sure you're a nice person.
[01:28:28.920 --> 01:28:32.240]   But they're chatty.
[01:28:32.240 --> 01:28:33.520]   Maybe they don't get talked to a lot.
[01:28:33.520 --> 01:28:34.240]   I don't know.
[01:28:34.240 --> 01:28:36.320]   It takes a long time.
[01:28:36.320 --> 01:28:39.440]   They show you their fancy calculator and they do the ammer.
[01:28:39.440 --> 01:28:41.000]   And they look at this is what your--
[01:28:41.000 --> 01:28:42.640]   is this is what your payment would be.
[01:28:42.640 --> 01:28:44.560]   And then you're not even done.
[01:28:44.560 --> 01:28:45.600]   And this happened to us.
[01:28:45.600 --> 01:28:47.160]   We didn't go to--
[01:28:47.160 --> 01:28:47.920]   I wish we had.
[01:28:47.920 --> 01:28:49.480]   They didn't have Rock and Mortgage four years ago
[01:28:49.480 --> 01:28:50.680]   when they sent our buyer a house.
[01:28:50.680 --> 01:28:52.840]   We went to the big bank.
[01:28:52.840 --> 01:28:54.840]   The one lender bigger than Quick and Loans,
[01:28:54.840 --> 01:28:57.280]   the one with the stage coach and the buggy whips.
[01:28:57.280 --> 01:29:02.600]   And so then you go home and they said, OK,
[01:29:02.600 --> 01:29:03.720]   we need some paperwork.
[01:29:03.720 --> 01:29:07.320]   OK, we got the pay stubs and the bank statements.
[01:29:07.320 --> 01:29:09.960]   Every three or four days they'd come back and say, OK,
[01:29:09.960 --> 01:29:11.720]   now we need this.
[01:29:11.720 --> 01:29:13.040]   Now we need that.
[01:29:13.040 --> 01:29:14.680]   A month later, we're going on vacation.
[01:29:14.680 --> 01:29:15.360]   We say, are you done?
[01:29:15.360 --> 01:29:16.600]   No.
[01:29:16.600 --> 01:29:17.400]   We're on vacation.
[01:29:17.400 --> 01:29:19.600]   Faxing stuff to the bank.
[01:29:19.600 --> 01:29:23.400]   We had to get Lisa's sister Debbie to go to the file cabinet.
[01:29:23.400 --> 01:29:25.120]   Fax more stuff.
[01:29:25.120 --> 01:29:27.200]   We almost lost the house.
[01:29:27.200 --> 01:29:30.760]   Fast forward, the 21st century, Rock and Mortgage.
[01:29:30.760 --> 01:29:33.480]   You can do the whole thing on your phone in minutes.
[01:29:33.480 --> 01:29:35.640]   You don't have to go to the attic or anything
[01:29:35.640 --> 01:29:38.200]   because you just go on the phone, answer the questions
[01:29:38.200 --> 01:29:40.880]   you already know, name, address, birth date.
[01:29:40.880 --> 01:29:42.880]   I think you have to do social, of course.
[01:29:42.880 --> 01:29:45.040]   And then they have trusted financial relationships,
[01:29:45.040 --> 01:29:46.680]   trusted relationships with all the financial institutions.
[01:29:46.680 --> 01:29:49.200]   So they pull all the information with your permission
[01:29:49.200 --> 01:29:51.240]   that they need, crunch the numbers
[01:29:51.240 --> 01:29:53.480]   based on income assets and credit.
[01:29:53.480 --> 01:29:55.520]   They will offer you the loans for which you qualify
[01:29:55.520 --> 01:29:57.080]   right there in minutes.
[01:29:57.080 --> 01:29:58.880]   And then you say, you choose a down payment.
[01:29:58.880 --> 01:29:59.680]   You choose a term.
[01:29:59.680 --> 01:30:00.200]   You choose the rate.
[01:30:00.200 --> 01:30:01.560]   You say, this is the loan for me.
[01:30:01.560 --> 01:30:05.720]   And then three minutes later, you're approved.
[01:30:05.720 --> 01:30:06.200]   That's it.
[01:30:06.200 --> 01:30:06.640]   It's done.
[01:30:06.640 --> 01:30:07.920]   You're done.
[01:30:07.920 --> 01:30:10.320]   It's entirely online, entirely on your phone,
[01:30:10.320 --> 01:30:10.800]   if you want.
[01:30:10.800 --> 01:30:12.000]   Apply simply.
[01:30:12.000 --> 01:30:14.080]   Understand fully and mortgage confidently
[01:30:14.080 --> 01:30:16.520]   with Rocket Mortgage from Quick and Loans.
[01:30:16.520 --> 01:30:17.720]   This is really a revolution.
[01:30:17.720 --> 01:30:18.520]   And I'm not surprised.
[01:30:18.520 --> 01:30:20.560]   Dan Gilbert's a smart guy.
[01:30:20.560 --> 01:30:23.720]   They're revitalizing downtown Detroit, really cool company.
[01:30:23.720 --> 01:30:24.800]   And they've got a great product.
[01:30:24.800 --> 01:30:28.440]   Rocket Mortgage.com/Twit2 is the URL.
