
[00:00:00.000 --> 00:00:05.600]   It's time for Twit this weekend taking all in studio panel Nathan Olaveras, Giles, Rob Reed and
[01:28:33.200 --> 01:28:37.520]   Which would replace sms standard do much of the same things that
[01:28:37.520 --> 01:28:42.480]   Apples messages does and this move is almost an apple esque move where they're like, you know
[01:28:42.480 --> 01:28:45.760]   Let's just go to you to speed type c like even though you're still using that other. Yeah
[01:28:48.000 --> 01:28:55.280]   Exactly part of the problem is is the carriers have to agree. Yep carriers have their own agendas sprints using it sort of
[01:28:55.280 --> 01:28:58.400]   Yeah, it's it's kind of a mess
[01:28:58.400 --> 01:29:00.240]   Yeah, to a certain extent
[01:29:00.240 --> 01:29:07.520]   What there's another part here that I think is important is that they want people to take take on the google assistant and messaging within having that
[01:29:07.520 --> 01:29:14.400]   And aloe to a certain extent is a little bit of an experiment and they don't want to alienate the people who love and use
[01:29:14.400 --> 01:29:17.040]   Hangouts with that well then kill aloe
[01:29:17.440 --> 01:29:19.120]   kill hangouts
[01:29:19.120 --> 01:29:24.560]   Make android messenger messages do everything it's supposed to do and I think that's their goal
[01:29:24.560 --> 01:29:30.640]   But there's there's a way that they do it and I think that a lot of companies and all I'll just talk right to the camera companies
[01:29:30.640 --> 01:29:37.040]   Listen to me tech companies once people are comfortable using your technology and like it small
[01:29:37.040 --> 01:29:41.920]   incremental changes to the better don't suddenly just take away people's like, you know
[01:29:42.880 --> 01:29:46.000]   3.5 millimeter headphone jack just don't take it away
[01:29:46.000 --> 01:29:52.480]   Give us a better option once we get comfortable slowly shift the call because people get really angry you use something
[01:29:52.480 --> 01:29:58.800]   You're comfortable with it. It works then you change it and then we end up with that anxiety that tech anxiety of
[01:29:58.800 --> 01:30:05.760]   Is it gonna work? What's gonna happen? Am I gonna be have to change everyone over to it and we're unsure of that and that causes a lot of distress
[01:30:05.760 --> 01:30:11.040]   It's unnecessary. I'm nothing a sparkly phone case can't fix that. That is true. That is true
[01:30:11.120 --> 01:30:17.200]   I'm still getting over the losses using that to hypnotize. Oh, you're still getting over the loss of google readers still getting over the loss
[01:30:17.200 --> 01:30:21.600]   Yeah, man. I'm still missing wave wave. Yeah
[01:30:21.600 --> 01:30:28.560]   Enough of that. Let's take a break come back with more great to have you all here nathan all of fairs jiles
[01:30:28.560 --> 01:30:33.600]   Nato g and if I had the name nato g I'd use that all the time. I love it. Yeah
[01:30:33.600 --> 01:30:39.120]   Original gangsta Nate. I like that. That is catchy. You have to go with that nato jates is twitter handle
[01:30:39.200 --> 01:30:42.320]   I like it. You know nato g street cred everywhere I go
[01:30:42.320 --> 01:30:47.760]   Basically when you get when you get your youtube channel go take hey guys nato g here
[01:30:47.760 --> 01:30:49.360]   What I I
[01:30:49.360 --> 01:30:53.360]   Hey guys. I don't want to say hey guys, but you have to know that's a youtube that's a youtube requirement
[01:30:53.360 --> 01:30:56.800]   Hey, hey guys nato g and you have to say it so fast. Nobody knows what you just know
[01:30:56.800 --> 01:31:00.160]   No, no also rob reed. He is a
[01:31:00.160 --> 01:31:02.800]   entrepreneur and now a
[01:31:02.800 --> 01:31:08.080]   A lapse entrepreneur now science fiction author read rob reed dot
[01:31:08.720 --> 01:31:10.160]   com he's at rob
[01:31:10.160 --> 01:31:12.160]   underscore reed on the twitter reid
[01:31:12.160 --> 01:31:15.360]   and the wonderful georgia dao who is
[01:31:15.360 --> 01:31:20.000]   Grace das for a couple of days you were on the the new screensavers was so great having you and your
[01:31:20.000 --> 01:31:23.360]   Husband, Anthony and you're gonna spend a little time in the wine country and then go back to
[01:31:23.360 --> 01:31:28.000]   Is it creasing cold in montreal right now? It's no it had there's a big storm
[01:31:28.000 --> 01:31:31.520]   We we went down and took a look at the cameras and it was just like
[01:31:31.520 --> 01:31:34.960]   Straight across which was if you don't think she's crazy
[01:31:36.000 --> 01:31:40.000]   She left her kids with rene richy rene which is nuts
[01:31:40.000 --> 01:31:46.160]   Renee is awesome. He is awesome. My kids are having the best time. He's like that. I'm never gonna want
[01:31:46.160 --> 01:31:50.480]   Never grew up kind of he's like that kid uncle. He's great. He's great fun. His mom's really
[01:31:50.480 --> 01:31:55.360]   I love it. I like really the kids are like, you know when you come back and then they're like no, no
[01:31:55.360 --> 01:31:57.200]   No, it's all good. Don't worry things are great
[01:31:57.200 --> 01:32:04.400]   And then I have photos from them of like, you know hot chocolates and pokemon hunting and watching movies and going for long walks
[01:32:04.880 --> 01:32:08.160]   They they don't do that with me. So they're just like I the I'm more
[01:32:08.160 --> 01:32:14.000]   It's like a tight family like you guys really it's not just that you work together. You guys are all buds
[01:32:14.000 --> 01:32:16.400]   Yes, it's really it's really nice
[01:32:16.400 --> 01:32:19.200]   And when you work with people that you really like it it comes through
[01:32:19.200 --> 01:32:20.080]   Yeah
[01:32:20.080 --> 01:32:24.480]   I'm more calm. You can see george's work and of course if you want to get her videos
[01:32:24.480 --> 01:32:27.200]   anxiety dash videos calm
[01:32:27.200 --> 01:32:31.760]   Our show today brought to you where I rocket mortgage with the best mortgage lender in the country
[01:32:32.480 --> 01:32:34.560]   Quick and loans actually great story quick and loans
[01:32:34.560 --> 01:32:38.800]   Uh, they are revitalizing downtown Detroit. Did you know you probably knew that?
[01:32:38.800 --> 01:32:39.840]   Oh, yeah
[01:32:39.840 --> 01:32:44.000]   Uh kind of an amazing story the guy who owns him. I can't remember his name dang Gilbert dang Gilbert
[01:32:44.000 --> 01:32:46.880]   You know, one's the cleaving cut clavary. I was he owns the calves. Yeah
[01:32:46.880 --> 01:32:50.640]   Uh, he doesn't on the pisti. He doesn't know any detroit teams. He's a detroitter
[01:32:50.640 --> 01:32:57.360]   No, he doesn't but he's supposedly like working with the owner of the pistons to bring the pistons back in
[01:32:57.360 --> 01:33:00.960]   Back he really wants he loves Detroit and wants to bring Detroit back
[01:33:00.960 --> 01:33:06.320]   Which I completely applaud it's a beautiful city really deserves to be one of the great american cities
[01:33:06.320 --> 01:33:10.320]   Anyway, that's where quick and loans is headed is headquartered, but he also
[01:33:10.320 --> 01:33:18.640]   Uh is a tech dan loves tech and so you know, he's the they they have they are one of the largest mortgage lenders in the country
[01:33:18.640 --> 01:33:21.040]   I think 92 billion dollars in loans last year
[01:33:21.040 --> 01:33:24.320]   Uh, and they realize that a lot of people
[01:33:24.320 --> 01:33:26.320]   us
[01:33:26.320 --> 01:33:30.320]   Don't want to go into an office. They don't want to we don't want to go through paperwork
[01:33:30.320 --> 01:33:34.240]   We just want to do it all online. So quick and loans one of the best letters in the country
[01:33:34.240 --> 01:33:39.680]   Made this whole online process for getting your mortgage approved called rocket mortgage. It's amazing
[01:33:39.680 --> 01:33:45.120]   It's at quick and loans dot com slash twit two quick and loans dot com slash twit in the number two
[01:33:45.120 --> 01:33:52.080]   You go there and you can literally get approved for a mortgage or a refi in minutes because it's all online
[01:33:52.160 --> 01:33:56.960]   It's all computerized you submit all the paperwork whether it's check statements or pay stubs or whatever
[01:33:56.960 --> 01:34:03.520]   Electronically couldn't be easier. You even get to choose your rate and your length alone in real time
[01:34:03.520 --> 01:34:08.240]   So you can completely customize it and then you will get approved not in days or weeks or months
[01:34:08.240 --> 01:34:12.880]   But in minutes for a loan that's just right for you skip the bank skip the waiting
[01:34:12.880 --> 01:34:18.880]   Do it all online quick and loans dot com slash twit two quick and loans dot com
[01:34:19.760 --> 01:34:24.160]   slash twit two no more frustration no more fax machines
[01:34:24.160 --> 01:34:30.240]   No more going into the mortgage office and doing this stuff just do it all online and do it fast
[01:34:30.240 --> 01:34:36.880]   Equal housing lender licenses and all 50 states nmls consumer access dot org number 30 30 quick and loans dot com
[01:34:36.880 --> 01:34:40.560]   slash twit two we thank you for their support of
[01:34:40.560 --> 01:34:43.360]   uh this week in tech
[01:34:45.120 --> 01:34:50.720]   Yeah, sometime. I'm going to do more on rcs because I feel like that this is something google is all behind this rich communication service
[01:34:50.720 --> 01:34:56.480]   They've got some global partners, but it seems like american carriers say and we want to do it ourselves
[01:34:56.480 --> 01:35:02.560]   Um, and this is I clearly the endgame on android messaging, but we're so far away from it
[01:35:02.560 --> 01:35:07.760]   It would be nice to dive into it and really see us to something about what what what is the benefit?
[01:35:07.760 --> 01:35:10.000]   Yeah, why is why is google so hot on this right?
[01:35:10.000 --> 01:35:14.480]   Um, let's see what else the other google stories
[01:35:15.360 --> 01:35:17.360]   um
[01:35:17.360 --> 01:35:20.400]   So one thing google does do very well is they enforce
[01:35:20.400 --> 01:35:29.200]   Their view of how the internet should be run and they've been pissed off at semantic for some time because semantic apparently
[01:35:29.200 --> 01:35:31.840]   Uh has been kind of fast and loose
[01:35:31.840 --> 01:35:36.160]   With their certs you can buy certs from semantic in fact they're one of the biggest
[01:35:36.160 --> 01:35:42.560]   uh cert companies in the world 30 of all of the internet certificates in 2015 come from
[01:35:43.360 --> 01:35:45.360]   semantic
[01:35:45.360 --> 01:35:47.360]   um
[01:35:47.360 --> 01:35:53.440]   In fact according to firefox semantic issued certificates are responsible for 42 percent of all certificate
[01:35:53.440 --> 01:35:56.320]   validations, however
[01:35:56.320 --> 01:35:58.800]   google ain't happy
[01:35:58.800 --> 01:36:00.800]   google says semantic has has
[01:36:00.800 --> 01:36:04.880]   Misused more than 30 miss issued more than 30,000 certificates
[01:36:04.880 --> 01:36:10.320]   So chrome is going to stop recognizing the extended validation status of certificates
[01:36:10.880 --> 01:36:13.680]   Issued by semantic now that's a big deal
[01:36:13.680 --> 01:36:20.480]   Because wouldn't that affect the 48 percent of them that are valid all the all the people who use it yeah
[01:36:20.480 --> 01:36:26.560]   Uh, so the way they're going to do this is kind of gradually they'll decrease the maximum age of
[01:36:26.560 --> 01:36:29.040]   Semantic certificates
[01:36:29.040 --> 01:36:34.000]   Over a series of releases a chrome 59 which is three versions from now will limit the expiration
