
[00:00:00.000 --> 00:00:01.880]   It's time for Twit.
[01:32:37.640 --> 01:32:40.320]   They want to use the ones where they can be more efficient.
[01:32:40.320 --> 01:32:41.680]   Here's what I would say.
[01:32:41.680 --> 01:32:48.440]   That is based on what will soon be an outdated paradigm that we have to adjust to the computer.
[01:32:48.440 --> 01:32:50.080]   That we have to adjust to the interface.
[01:32:50.080 --> 01:32:51.080]   Yes.
[01:32:51.080 --> 01:32:52.240]   I'm hopeful for it.
[01:32:52.240 --> 01:32:54.520]   We haven't gotten him close to it yet.
[01:32:54.520 --> 01:32:59.640]   But I'm hopeful for it is an interface that adjusts to us and that we operate at whatever.
[01:32:59.640 --> 01:33:04.440]   However, we operate and this would be critical for ambient computing to work, we operate
[01:33:04.440 --> 01:33:11.080]   as we would and the technology is smart enough to respond to us appropriately.
[01:33:11.080 --> 01:33:12.560]   We don't have to adjust ourselves.
[01:33:12.560 --> 01:33:16.440]   So last year I was interviewing Mark Spates, who's a head of product for Google and he
[01:33:16.440 --> 01:33:20.920]   works a lot on all the Google Home implementation, all of their smart home.
[01:33:20.920 --> 01:33:23.800]   If you want to call it that work.
[01:33:23.800 --> 01:33:27.960]   And he said exactly what you were saying and that he thinks that the future is all an
[01:33:27.960 --> 01:33:33.840]   anticipation of needs and preemption of those needs and it's not necessarily voice.
[01:33:33.840 --> 01:33:38.520]   And the examples that he would give, and I don't remember the specifics, but really
[01:33:38.520 --> 01:33:43.280]   surrounded what we expect to have happen on our home based on our patterns and then have
[01:33:43.280 --> 01:33:48.040]   that happening without a lot of interaction from us, simply through anticipating our needs.
[01:33:48.040 --> 01:33:52.160]   So to take this all the way back to HomePod, if Apple were able to create a HomePod that
[01:33:52.160 --> 01:33:57.040]   even though it cost $350, when I walked in the front door said, "Hey, Lindsay, you
[01:33:57.040 --> 01:34:01.800]   allowed your home," started playing what I was listening to in the car without me asking
[01:34:01.800 --> 01:34:08.680]   it to ask me if I wanted to re-lock the doors or keep them open, reminded me to do whatever
[01:34:08.680 --> 01:34:13.640]   it is that I always forget to do when I get home, that may be charming and useful enough
[01:34:13.640 --> 01:34:15.400]   to me that I want it.
[01:34:15.400 --> 01:34:20.960]   Here's why it won't happen from Apple because Apple is the king of the silo and interoperability
[01:34:20.960 --> 01:34:23.640]   is exactly the opposite of what Apple's looking to do.
[01:34:23.640 --> 01:34:28.080]   And so that would only work if you had an Apple car and an Apple music service, Apple
[01:34:28.080 --> 01:34:30.200]   refrigerator and Apple.
[01:34:30.200 --> 01:34:33.600]   And so if that's going to work, it's going to more likely come from somebody like Google
[01:34:33.600 --> 01:34:38.040]   that is more open to the idea of having everything work together.
[01:34:38.040 --> 01:34:39.040]   What is the name of the...
[01:34:39.040 --> 01:34:41.080]   It's just holding Apple back, frankly.
[01:34:41.080 --> 01:34:46.440]   Most certainly, there's a name for this concept that organizations often create products that
[01:34:46.440 --> 01:34:49.480]   look like their organization.
[01:34:49.480 --> 01:34:54.560]   So the old fashion example of this is that you would...
[01:34:54.560 --> 01:35:01.760]   If the stereo on the dashboard seems totally isolated and uninteroperable, if that a word,
[01:35:01.760 --> 01:35:04.960]   with the rest of the car, that's usually because a different department designed that.
[01:35:04.960 --> 01:35:08.800]   There's a totally different department within that auto manufacturer who designed that.
[01:35:08.800 --> 01:35:13.240]   And that the physical product ends up reflecting the organization's organization.
[01:35:13.240 --> 01:35:14.240]   Where's that?
[01:35:14.240 --> 01:35:18.240]   I don't remember the name of it, but I'm going to Google the heck out of it, just like Mark
[01:35:18.240 --> 01:35:19.240]   Zuckerberg.
[01:35:19.240 --> 01:35:20.240]   Yeah, that's interesting.
[01:35:20.240 --> 01:35:21.240]   When I get out of here so that I can share it with you all.
[01:35:21.240 --> 01:35:23.160]   You should use the new Google talk to books.
[01:35:23.160 --> 01:35:24.160]   Maybe it could help.
[01:35:24.160 --> 01:35:25.160]   Maybe.
[01:35:25.160 --> 01:35:26.160]   But it is a really interesting concept.
[01:35:26.160 --> 01:35:28.440]   And I think that's what you're seeing happen with Apple and what you're not seeing
[01:35:28.440 --> 01:35:29.440]   happening with Google.
[01:35:29.440 --> 01:35:30.440]   It's very interesting.
[01:35:30.440 --> 01:35:34.120]   Google has historically been very good at moving people around within its organization
[01:35:34.120 --> 01:35:35.120]   over time.
[01:35:35.120 --> 01:35:36.120]   Just break that up.
[01:35:36.120 --> 01:35:40.720]   You go into the Google HR organization and end up doing content at YouTube and then you
[01:35:40.720 --> 01:35:42.760]   end up moving over to a different part of Google.
[01:35:42.760 --> 01:35:43.760]   That's conscious.
[01:35:43.760 --> 01:35:44.960]   That's conscious.
[01:35:44.960 --> 01:35:50.040]   And then Google ends up becoming less bifurcated as a result because its organization is a
[01:35:50.040 --> 01:35:51.480]   little bit more organic.
[01:35:51.480 --> 01:35:54.120]   I think that was a problem at Microsoft.
[01:35:54.120 --> 01:35:57.560]   It's going to be a problem at Apple is this inward looking.
[01:35:57.560 --> 01:36:01.440]   And you can even see it in the metaphor of Apple's spaceship campus, which is inward
[01:36:01.440 --> 01:36:06.400]   looking and is a barrier to the outside world for something like Amazon's Downtown headquarters
[01:36:06.400 --> 01:36:14.080]   in Seattle, which is integrated in with the city of Seattle and is part of Seattle.
[01:36:14.080 --> 01:36:15.680]   I find that fascinating.
[01:36:15.680 --> 01:36:21.200]   This whole notion of a company reproducing its own bias.
[01:36:21.200 --> 01:36:22.200]   Yeah.
[01:36:22.200 --> 01:36:23.200]   I think that's really fascinating.
[01:36:23.200 --> 01:36:24.200]   It makes a lot of sense.
[01:36:24.200 --> 01:36:27.760]   And it is something maybe that's really starting to harm Apple.
[01:36:27.760 --> 01:36:32.560]   It's one of the reasons Siri hasn't really excelled.
[01:36:32.560 --> 01:36:33.560]   This talk to books thing.
[01:36:33.560 --> 01:36:40.960]   See, what I feel like is that we're in baby steps mode and that what we're seeing is slow.
[01:36:40.960 --> 01:36:44.160]   One of the reasons, for instance, that we don't like voice assistants is we have to learn
[01:36:44.160 --> 01:36:45.840]   a peculiar syntax.
[01:36:45.840 --> 01:36:48.040]   We have to learn how to ask them for what we want.
[01:36:48.040 --> 01:36:49.760]   The same way you used to have to learn a command line.
[01:36:49.760 --> 01:36:50.760]   Yeah.
[01:36:50.760 --> 01:36:52.680]   And it's not what it needs to do is artificial.
[01:36:52.680 --> 01:36:54.240]   It needs to understand what we're saying.
[01:36:54.240 --> 01:36:55.480]   It needs to be how 9,000.
[01:36:55.480 --> 01:36:56.960]   Well, that's a bad example.
[01:36:56.960 --> 01:37:02.120]   It needs to-- it better not lock the pie-vei door, but it needs to understand what we-- it
[01:37:02.120 --> 01:37:04.480]   needs to intuit what we're looking for.
[01:37:04.480 --> 01:37:06.320]   And I feel like this talk to books is interesting.
[01:37:06.320 --> 01:37:10.480]   Did you think, Amy, that this was not compelling or--
[01:37:10.480 --> 01:37:16.920]   Well, I mean, Ray is compelling when he speaks, but the project itself is just an example
[01:37:16.920 --> 01:37:20.280]   of something called machine reading comprehension.
[01:37:20.280 --> 01:37:25.040]   So right now-- so Google's gotten pretty good at semantic search.
[01:37:25.040 --> 01:37:28.700]   You type in a search or you speak a search and it may or may not give you the answer
[01:37:28.700 --> 01:37:30.200]   that you're looking for.
[01:37:30.200 --> 01:37:37.280]   But that's different from asking a question like, can I roller skate inside?
[01:37:37.280 --> 01:37:38.280]   I don't know.
[01:37:38.280 --> 01:37:42.800]   Here, I've asked talk to books, which will triumph, collectivism or individualism?
[01:37:42.800 --> 01:37:43.800]   [LAUGHTER]
[01:37:43.800 --> 01:37:44.800]   And actually--
[01:37:44.800 --> 01:37:45.800]   Yeah.
[01:37:45.800 --> 01:37:52.280]   --came up with some pretty good responses, including Ains Rand's Fountainhead, the Oxford
[01:37:52.280 --> 01:37:58.920]   Handbook of Emotions, Social Cognition, and Problem Solving, Saving Face in Business,
[01:37:58.920 --> 01:38:01.120]   and Cultural Differences in a Globalizing World.
[01:38:01.120 --> 01:38:04.920]   Speaking of advanced reasoning, before I forget, I found it.
[01:38:04.920 --> 01:38:05.920]   Oh, good.
[01:38:05.920 --> 01:38:07.440]   It's called Conway's Law.
[01:38:07.440 --> 01:38:08.440]   Oh.
[01:38:08.440 --> 01:38:10.440]   And I'll read it to you.
[01:38:10.440 --> 01:38:11.440]   So I'll read it to you.
[01:38:11.440 --> 01:38:15.520]   This is a law-- and it's an adage named after computer programmer Melvin Conway.
[01:38:15.520 --> 01:38:17.680]   I'm reading off of Wikipedia.
[01:38:17.680 --> 01:38:23.640]   It was dubbed Conway's Law and states that organizations which design systems are constrained
[01:38:23.640 --> 01:38:28.640]   to produce designs, which are copies of the communication structures of those organizations.
[01:38:28.640 --> 01:38:29.640]   Wow.
[01:38:29.640 --> 01:38:30.640]   I love that.
[01:38:30.640 --> 01:38:32.960]   As an editor, I would say that those witches should have been that's, but other than that,
[01:38:32.960 --> 01:38:33.960]   it's really interesting.
[01:38:33.960 --> 01:38:34.960]   [LAUGHTER]
[01:38:34.960 --> 01:38:35.960]   That's really interesting.
[01:38:35.960 --> 01:38:39.480]   Well, it's probably a Britishism or something like that.
[01:38:39.480 --> 01:38:41.240]   Isn't that really interesting?
[01:38:41.240 --> 01:38:42.800]   I wonder if it holds true.
[01:38:42.800 --> 01:38:55.640]   Eric Raymond, who's a well-known among open source advocates, restated Conway's Law in
[01:38:55.640 --> 01:39:01.440]   the New Hacker's Dictionary, he said, "The organization of the software and the organization
[01:39:01.440 --> 01:39:04.880]   of the softball team will be congruent.
[01:39:04.880 --> 01:39:09.440]   The software team and the software itself will be congruent.
[01:39:09.440 --> 01:39:13.320]   If you have four groups working on a compiler, you get a four-pass compiler."
[01:39:13.320 --> 01:39:14.320]   [LAUGHTER]
[01:39:14.320 --> 01:39:18.880]   But I think this is a really good argument for biodiversity.
[01:39:18.880 --> 01:39:20.480]   Yes, diversity.
[01:39:20.480 --> 01:39:21.480]   Diversity.
[01:39:21.480 --> 01:39:22.480]   Thank you.
[01:39:22.480 --> 01:39:28.360]   I mean, honestly, unless you're only-- and here's the mathematical explanation for that.
[01:39:28.360 --> 01:39:35.480]   If you are only selling your product to white dudes, white dudes make up only a certain percentage
[01:39:35.480 --> 01:39:42.600]   of the total population, which means that you're only addressing a tiny fraction of
[01:39:42.600 --> 01:39:43.600]   your addressable mark.
[01:39:43.600 --> 01:39:46.120]   Although as a white dude, I'm pretty happy about that.
[01:39:46.120 --> 01:39:52.360]   That's why I love software so much for us, by us.
[01:39:52.360 --> 01:39:53.360]   Right?
[01:39:53.360 --> 01:39:54.360]   Fibu.
[01:39:54.360 --> 01:39:59.080]   Here's Nigel Bevin, the usability expert, his version of Conway's Law.
[01:39:59.080 --> 01:40:03.200]   Organizations often produce websites with content and structure that mirrors the internal
[01:40:03.200 --> 01:40:07.920]   concerns of the organization rather than the needs of the users.
[01:40:07.920 --> 01:40:09.320]   I think-- I don't know.
[01:40:09.320 --> 01:40:10.320]   It feels right to me.
[01:40:10.320 --> 01:40:11.720]   Yeah, there's something there.
[01:40:11.720 --> 01:40:12.720]   Feels right to me.
[01:40:12.720 --> 01:40:15.400]   In some personal experiences, I've had to say absolutely.
[01:40:15.400 --> 01:40:16.400]   That happens.
[01:40:16.400 --> 01:40:17.400]   And it's completely unconscious.
[01:40:17.400 --> 01:40:20.880]   And sometimes you can look at-- and I love to use the dashboard example for this, but
[01:40:20.880 --> 01:40:26.400]   you can look at a dashboard and be like, "Why on earth does this knob exist over here when
[01:40:26.400 --> 01:40:27.480]   really it should be over here?"
[01:40:27.480 --> 01:40:29.480]   It's probably because that team was working over here.
[01:40:29.480 --> 01:40:30.480]   Yeah.
[01:40:30.480 --> 01:40:31.480]   There's a team for that knob.
[01:40:31.480 --> 01:40:32.480]   There were over there.
[01:40:32.480 --> 01:40:34.480]   Let's follow Conway's Law.
[01:40:34.480 --> 01:40:38.400]   AirPods, I can guarantee-- I don't know who worked-- who exactly was on that design team,
[01:40:38.400 --> 01:40:42.960]   but I can guarantee-- I would feel very confident that it was not a woman with curly hair or
[01:40:42.960 --> 01:40:44.240]   not a woman with long hair.
[01:40:44.240 --> 01:40:45.240]   Very good point.
[01:40:45.240 --> 01:40:46.240]   You know.
[01:40:46.240 --> 01:40:47.480]   And there's one size fits all.
[01:40:47.480 --> 01:40:50.280]   And my wife who has smaller ear holes-- I can't wear airpods.
[01:40:50.280 --> 01:40:51.280]   They're uncomfortable.
[01:40:51.280 --> 01:40:53.200]   Yeah, they don't fit-- they fall out of my ears.
[01:40:53.200 --> 01:40:54.200]   Yep.
[01:40:54.200 --> 01:40:56.360]   The Apple earphones in general fall in my ears.
