
[00:00:00.000 --> 00:00:02.000]   It's time for Twit.
[01:03:48.120 --> 01:03:49.280]   But ultimately, I think you're right.
[01:03:49.280 --> 01:03:52.400]   I think this is going to the Supreme Court.
[01:03:52.400 --> 01:03:54.400]   There is hope there.
[01:03:54.400 --> 01:03:59.280]   Although, frankly, with the Supreme Court we have, I feel like it's unpredictable.
[01:03:59.280 --> 01:04:01.320]   You never know what they're going to do.
[01:04:01.320 --> 01:04:06.600]   But Dan, you say that they are -- this is the kind of thing they might well overturn.
[01:04:06.600 --> 01:04:11.400]   Well, it's another case of Congress not doing its job.
[01:04:11.400 --> 01:04:15.080]   So we have to wait for the Supreme Court to do Congress's job.
[01:04:15.080 --> 01:04:19.560]   In this particular instance, since it's a highly technical issue, I don't see the Supreme
[01:04:19.560 --> 01:04:21.280]   Court even being able to figure out this.
[01:04:21.280 --> 01:04:23.600]   I don't care who explains it to him.
[01:04:23.600 --> 01:04:24.600]   Well, it's easy.
[01:04:24.600 --> 01:04:26.100]   Let me explain.
[01:04:26.100 --> 01:04:29.480]   And I'll read this is from the judgment to use the district court's example.
[01:04:29.480 --> 01:04:33.120]   One of the Java API packages that issue is Java.lang.
[01:04:33.120 --> 01:04:34.920]   Within that package is a class called Math.
[01:04:34.920 --> 01:04:38.640]   And in Math, there are several methods, including one that's designed to find the larger of
[01:04:38.640 --> 01:04:39.640]   two numbers.
[01:04:39.640 --> 01:04:41.080]   We'll call it Max.
[01:04:41.080 --> 01:04:46.480]   The declaration for the Max method is defined for integers is public static and Max parenthesis
[01:04:46.480 --> 01:04:53.560]   in X and Y, where the word public, very important means that the method is generally accessible.
[01:04:53.560 --> 01:04:56.440]   That they're publishing it, in effect.
[01:04:56.440 --> 01:05:00.320]   Static means that no specific instance of the class is needed to call the method.
[01:05:00.320 --> 01:05:02.800]   The first one indicates that the method returns an integer.
[01:05:02.800 --> 01:05:05.080]   It exits Y are two numbers, inputs being compared.
[01:05:05.080 --> 01:05:08.080]   And I think any illiterate person could understand what I'm saying.
[01:05:08.080 --> 01:05:09.080]   They'll figure that out.
[01:05:09.080 --> 01:05:10.080]   No problem.
[01:05:10.080 --> 01:05:15.760]   The programmer calls the Max method by typing the name of the method, M-A-X, and providing
[01:05:15.760 --> 01:05:18.080]   X and Y.
[01:05:18.080 --> 01:05:24.240]   The expressions used command the computer to execute the implementing code that carries
[01:05:24.240 --> 01:05:25.760]   out the operation of returning the larger.
[01:05:25.760 --> 01:05:27.520]   Yeah, but they'll have that down.
[01:05:27.520 --> 01:05:28.520]   Right.
[01:05:28.520 --> 01:05:29.520]   Yeah.
[01:05:29.520 --> 01:05:31.320]   I like to hear the questions they have about this.
[01:05:31.320 --> 01:05:32.680]   So the issue is...
[01:05:32.680 --> 01:05:34.120]   What if it's Y?
[01:05:34.120 --> 01:05:35.120]   Right.
[01:05:35.120 --> 01:05:41.720]   Does Oracle own the words Max, X, and Y?
[01:05:41.720 --> 01:05:42.720]   Because they say they do.
[01:05:42.720 --> 01:05:46.120]   I think Scalia would have something to say about this.
[01:05:46.120 --> 01:05:48.440]   Yeah, when is Wopner on maybe?
[01:05:48.440 --> 01:05:49.440]   I don't know.
[01:05:49.440 --> 01:05:50.440]   Wopner.
[01:05:50.440 --> 01:05:53.160]   There's a call back for you.
[01:05:53.160 --> 01:05:54.160]   Wopner.
[01:05:54.160 --> 01:05:55.160]   I can't.
[01:05:55.160 --> 01:05:56.160]   It's from Wopner.
[01:05:56.160 --> 01:05:58.160]   15 years ago.
[01:05:58.160 --> 01:06:00.520]   But you got it?
[01:06:00.520 --> 01:06:01.520]   I know all these references.
[01:06:01.520 --> 01:06:02.520]   Got it.
[01:06:02.520 --> 01:06:03.520]   Time for Wopner.
[01:06:03.520 --> 01:06:10.720]   Google believed, what a shock, that Java programmers would want to find the same 37
[01:06:10.720 --> 01:06:16.360]   sets of functionalities in the new Android system, callable by the same names, Max as
[01:06:16.360 --> 01:06:20.680]   example, as using the Java.
[01:06:20.680 --> 01:06:22.200]   That seems reasonable.
[01:06:22.200 --> 01:06:24.080]   That's why we have an API.
[01:06:24.080 --> 01:06:26.080]   There you go.
[01:06:26.080 --> 01:06:28.840]   Oh, well, I don't...
[01:06:28.840 --> 01:06:29.840]   You know...
[01:06:29.840 --> 01:06:30.840]   Well, this story went nowhere.
[01:06:30.840 --> 01:06:31.840]   I don't want to say anything.
[01:06:31.840 --> 01:06:34.280]   I was saying to say the sky is falling, but I think the sky is falling.
[01:06:34.280 --> 01:06:35.480]   Well, it's not a good thing.
[01:06:35.480 --> 01:06:36.480]   Let's put it that way.
[01:06:36.480 --> 01:06:38.400]   But there's nothing to discuss.
[01:06:38.400 --> 01:06:41.080]   There's nothing to discuss because there will be appeal, and of course it's not so.
[01:06:41.080 --> 01:06:42.080]   It's not final.
[01:06:42.080 --> 01:06:45.240]   So the sky is not falling.
[01:06:45.240 --> 01:06:46.240]   It could.
[01:06:46.240 --> 01:06:47.240]   It could fall.
[01:06:47.240 --> 01:06:48.240]   It could always fall.
[01:06:48.240 --> 01:06:49.240]   That's always fall.
[01:06:49.240 --> 01:06:53.000]   In the near future, the sky could fall.
[01:06:53.000 --> 01:06:56.480]   Google's trying to sell Google Glass at a golf tournament.
[01:06:56.480 --> 01:06:59.680]   There's something funny about that.
[01:06:59.680 --> 01:07:00.680]   I'm on about it.
[01:07:00.680 --> 01:07:01.680]   Look out.
[01:07:01.680 --> 01:07:02.680]   What?
[01:07:02.680 --> 01:07:03.680]   What?
[01:07:03.680 --> 01:07:06.920]   It's at the Players' Championship.
[01:07:06.920 --> 01:07:09.800]   Google has a booth.
[01:07:09.800 --> 01:07:11.720]   There's somebody right there in the booth selling...
[01:07:11.720 --> 01:07:12.720]   And now Chad's got...
[01:07:12.720 --> 01:07:15.720]   It has to be locked on for way too long.
[01:07:15.720 --> 01:07:16.720]   What?
[01:07:16.720 --> 01:07:17.720]   He loves you.
[01:07:17.720 --> 01:07:19.720]   He doesn't want to cut away from you.
[01:07:19.720 --> 01:07:20.720]   He hates me.
[01:07:20.720 --> 01:07:25.520]   Is this because country club golfers are the only people who can afford it?
[01:07:25.520 --> 01:07:30.760]   When you sell in a $1,500 gadget that doesn't really do much, you probably should go to
[01:07:30.760 --> 01:07:31.760]   the golf.
[01:07:31.760 --> 01:07:35.320]   It's probably more entertaining than the golf game itself.
[01:07:35.320 --> 01:07:39.760]   Google has said our hope is to bring Glass to new explorers like optometrists, sports
[01:07:39.760 --> 01:07:43.200]   lovers, online retailers, cooks and travelers.
[01:07:43.200 --> 01:07:48.840]   So we're going to go to places and try to sell this stuff.
[01:07:48.840 --> 01:07:50.280]   I had the opportunity to buy Glass.
[01:07:50.280 --> 01:07:51.280]   I did not.
[01:07:51.280 --> 01:07:52.280]   I thought...
[01:07:52.280 --> 01:07:53.280]   Wait a minute.
[01:07:53.280 --> 01:07:54.280]   I gave it.
[01:07:54.280 --> 01:07:55.280]   Well, I did buy it, technically.
[01:07:55.280 --> 01:07:56.280]   It's a Jason Howell.
[01:07:56.280 --> 01:07:57.280]   Okay.
[01:07:57.280 --> 01:07:58.280]   And you know what?
[01:07:58.280 --> 01:08:03.880]   I'm glad I did because Jason Howell's a daughter, Savannah.
[01:08:03.880 --> 01:08:06.640]   She had just had a baby.
[01:08:06.640 --> 01:08:07.840]   What are you taking a picture of?
[01:08:07.840 --> 01:08:08.840]   What is that?
[01:08:08.840 --> 01:08:09.840]   I'm just showing off the thing.
[01:08:09.840 --> 01:08:10.840]   I never...
[01:08:10.840 --> 01:08:12.840]   While I was watching John C. DeVoir, I can still...
[01:08:12.840 --> 01:08:16.640]   He is a really attractive man, isn't he?
[01:08:16.640 --> 01:08:19.120]   I think flannel suits you, my friend.
[01:08:19.120 --> 01:08:21.600]   I'm all for the flannel.
[01:08:21.600 --> 01:08:24.280]   Are you thinking of joining a grunge band?
[01:08:24.280 --> 01:08:25.280]   Oh, yeah.
[01:08:25.280 --> 01:08:29.400]   Yeah, that's what I'm thinking.
[01:08:29.400 --> 01:08:32.440]   I'm trying to find real quickly because what Jason did was so...
[01:08:32.440 --> 01:08:36.240]   Made me happy that I did buy the Glass and give it to Jason.
[01:08:36.240 --> 01:08:40.520]   His daughter, Savannah, took her first steps and Jason got it on video via Glass.
[01:08:40.520 --> 01:08:46.400]   A video he probably would not have had if he hadn't had Glass on.
[01:08:46.400 --> 01:08:48.560]   So he just wears these 24/7 all the time?
[01:08:48.560 --> 01:08:49.560]   Oh, okay.
[01:08:49.560 --> 01:08:52.480]   And all you have to do is go, Glass, take a movie and...
[01:08:52.480 --> 01:08:53.480]   Yeah.
[01:08:53.480 --> 01:08:54.480]   That's a great example.
[01:08:54.480 --> 01:08:58.640]   I remember when my kids were little and they would start doing something cute and you'd
[01:08:58.640 --> 01:09:00.120]   run to get the video camera.
[01:09:00.120 --> 01:09:01.120]   It's over.
[01:09:01.120 --> 01:09:04.800]   Which in my day weighed 45 pounds and you had to drag the whole bag and the battery and
[01:09:04.800 --> 01:09:05.800]   everything.
[01:09:05.800 --> 01:09:07.960]   By the time we get there, they finish doing whatever was cute.
[01:09:07.960 --> 01:09:08.960]   Right.
[01:09:08.960 --> 01:09:09.960]   This is a good quality video too.
[01:09:09.960 --> 01:09:12.360]   Well, and this, he'll have this forever.
[01:09:12.360 --> 01:09:13.520]   And I remember Henry's first steps.
[01:09:13.520 --> 01:09:14.520]   I remember Abby's first steps.
[01:09:14.520 --> 01:09:16.360]   I don't have a record of it in any way.
[01:09:16.360 --> 01:09:17.360]   Yeah.
[01:09:17.360 --> 01:09:18.360]   This is awesome.
[01:09:18.360 --> 01:09:19.360]   It is pretty cool.
[01:09:19.360 --> 01:09:23.000]   I'm a little skeptical of Glass in general, but this is one case where I think Glass is
[01:09:23.000 --> 01:09:25.040]   your recommendation with newborns.
[01:09:25.040 --> 01:09:26.040]   That's actually why I gave it to him.
[01:09:26.040 --> 01:09:29.040]   I said, you know what, you have a baby, a newborn baby, you really should have Glass.
[01:09:29.040 --> 01:09:32.400]   But actually, I could see the golf thing to get back to that news story.
[01:09:32.400 --> 01:09:35.360]   I could see if you went to a really high end golf course.
[01:09:35.360 --> 01:09:38.280]   What if they just gave you Glass while you were playing the Red?
[01:09:38.280 --> 01:09:40.200]   Just for the nine holes or the 18 holes.
[01:09:40.200 --> 01:09:41.480]   I think that's a good idea.
[01:09:41.480 --> 01:09:45.480]   And then maybe there's an app built in that tells you how far away you are from the hole
[01:09:45.480 --> 01:09:46.480]   or something.
[01:09:46.480 --> 01:09:47.480]   That you get to keep the video on.
[01:09:47.480 --> 01:09:49.280]   Stone I got to make it into the hole.
[01:09:49.280 --> 01:09:52.080]   Chats in love with that shot of the glass.
[01:09:52.080 --> 01:09:53.320]   That's the fourth time you show.
[01:09:53.320 --> 01:09:55.320]   He loves that shot.
[01:09:55.320 --> 01:09:58.320]   I'm telling you, Chad's on something.
[01:09:58.320 --> 01:10:01.240]   Do you need to get home?
[01:10:01.240 --> 01:10:02.240]   It's a fresh air jet.
[01:10:02.240 --> 01:10:03.240]   I'm sorry.
[01:10:03.240 --> 01:10:04.240]   We love Chad.
[01:10:04.240 --> 01:10:06.400]   Without Chad Johnson, the show would be nothing.
[01:10:06.400 --> 01:10:08.640]   He is great.
[01:10:08.640 --> 01:10:12.200]   According to the next web, Google is testing.
[01:10:12.200 --> 01:10:14.240]   He goes again with that shot.
[01:10:14.240 --> 01:10:15.240]   Just a boom, boom.
[01:10:15.240 --> 01:10:17.000]   He likes to do that to you, Johnny.
[01:10:17.000 --> 01:10:18.000]   He likes to catch you.
[01:10:18.000 --> 01:10:19.680]   Somebody will catch you with your finger up your nose.
[01:10:19.680 --> 01:10:21.240]   I don't do that.
[01:10:21.240 --> 01:10:22.480]   He's hopped up on goofballs.
[01:10:22.480 --> 01:10:23.480]   It's okay.
[01:10:23.480 --> 01:10:24.480]   That's pretty obvious.
[01:10:24.480 --> 01:10:27.800]   I don't even know what that means.
[01:10:27.800 --> 01:10:28.800]   What's a goofball?
[01:10:28.800 --> 01:10:31.280]   A goofball is a combination, I believe, of heroin and meth.
[01:10:31.280 --> 01:10:32.280]   That's a speedball.
[01:10:32.280 --> 01:10:33.280]   That's a speedball.
[01:10:33.280 --> 01:10:34.280]   Oh, a goofball.
[01:10:34.280 --> 01:10:38.720]   Okay, maybe it's heroin and something, maybe like some downer.
[01:10:38.720 --> 01:10:39.720]   I don't know.
[01:10:39.720 --> 01:10:41.120]   What are you asking me for?
[01:10:41.120 --> 01:10:44.040]   You can go to the Urban Dictionary and look it up.
[01:10:44.040 --> 01:10:45.440]   Again with the Urban Dictionary.
[01:10:45.440 --> 01:10:47.000]   I'll go look it up.
[01:10:47.000 --> 01:10:53.680]   Apparently, Google is testing a new Gmail interface that is a very simplified interface.
[01:10:53.680 --> 01:10:56.640]   Focus on mail.
[01:10:56.640 --> 01:10:59.560]   They've renamed stars to...
[01:10:59.560 --> 01:11:04.760]   I have been struggling with Google mail now for some time.
[01:11:04.760 --> 01:11:08.360]   If you use Gmail in the web interface, it's great.
[01:11:08.360 --> 01:11:11.040]   But it is a broken implementation of iMap.
[01:11:11.040 --> 01:11:15.040]   I've been trying like the Dickens to get a Macintosh email client, including Apple's
[01:11:15.040 --> 01:11:18.120]   own mail, to work with Gmail.
[01:11:18.120 --> 01:11:19.680]   Have you tried mailbox?
[01:11:19.680 --> 01:11:20.680]   Yeah.
[01:11:20.680 --> 01:11:23.160]   Like mailbox doesn't have some of the things I need.
[01:11:23.160 --> 01:11:28.960]   I've been using something called mail mate, which is written by a Danish programmer and
[01:11:28.960 --> 01:11:30.120]   it's really good.
[01:11:30.120 --> 01:11:34.560]   But he said, "You know, the problem with iMap on Google is just really weirdly implemented.
[01:11:34.560 --> 01:11:37.120]   It's not standard at all."
[01:11:37.120 --> 01:11:38.600]   Does Thunderbird work with it?
[01:11:38.600 --> 01:11:41.320]   Yeah, all these things work okay.
[01:11:41.320 --> 01:11:42.480]   But they're issues.
[01:11:42.480 --> 01:11:47.640]   And Apple's mail only started breaking with Mavericks, but it's just not.
[01:11:47.640 --> 01:11:51.800]   It just adds to my general pain, my frustration with email.
[01:11:51.800 --> 01:11:55.240]   I thought mailbox was working really well.
[01:11:55.240 --> 01:11:57.320]   And I was doing really well.
[01:11:57.320 --> 01:12:02.680]   And then I found out that it was auto archiving to import emails from people.
[01:12:02.680 --> 01:12:04.760]   So that was awkward.
[01:12:04.760 --> 01:12:06.160]   It's just very odd.
[01:12:06.160 --> 01:12:08.880]   So the goofball, goofball, there's no real combination of drugs.
[01:12:08.880 --> 01:12:10.520]   It's just something that people say.
[01:12:10.520 --> 01:12:11.520]   Yeah.
[01:12:11.520 --> 01:12:12.920]   I think it's a Letterman thing.
[01:12:12.920 --> 01:12:16.080]   Well, it's in the urban dictionary, but it's just...
[01:12:16.080 --> 01:12:18.720]   Anybody using the hashtag Amazon cart?
[01:12:18.720 --> 01:12:19.720]   No.
[01:12:19.720 --> 01:12:20.720]   Who would use this?
[01:12:20.720 --> 01:12:21.720]   I signed up for it.
[01:12:21.720 --> 01:12:23.720]   Oh, what do you get out of it?
[01:12:23.720 --> 01:12:24.720]   Squat.
[01:12:24.720 --> 01:12:26.760]   What is this thing with Google and they squat?
[01:12:26.760 --> 01:12:27.760]   Squat.
[01:12:27.760 --> 01:12:28.760]   You can buy stuff quickly.
[01:12:28.760 --> 01:12:31.480]   What's just Google's got some new shopping thing with same-day delivery?
[01:12:31.480 --> 01:12:32.480]   Yeah, they're just...
[01:12:32.480 --> 01:12:33.480]   What is this all about?
[01:12:33.480 --> 01:12:35.680]   They're trying to eat Amazon's lunch.
[01:12:35.680 --> 01:12:36.840]   Oh, okay.
[01:12:36.840 --> 01:12:38.200]   I will in a moment.
[01:12:38.200 --> 01:12:39.680]   But first Amazon cart.
[01:12:39.680 --> 01:12:40.680]   Okay.
[01:12:40.680 --> 01:12:45.000]   So if you find a tweet with an Amazon product link in it.
[01:12:45.000 --> 01:12:46.000]   Oh, this deal.
[01:12:46.000 --> 01:12:48.680]   And you reply with the hashtag Amazon cart.
[01:12:48.680 --> 01:12:49.920]   Yeah, they add it to your...
[01:12:49.920 --> 01:12:51.440]   They add it to...
[01:12:51.440 --> 01:12:55.880]   So what they're basically done is double the tweet count for that item.
[01:12:55.880 --> 01:12:57.440]   I don't need any help buying things.
[01:12:57.440 --> 01:12:58.440]   Let's print that one.
[01:12:58.440 --> 01:12:59.440]   But it's so easy.
[01:12:59.440 --> 01:13:00.440]   I know.
[01:13:00.440 --> 01:13:01.440]   It's too easy.
[01:13:01.440 --> 01:13:02.440]   Do you know how it seems to me...
[01:13:02.440 --> 01:13:03.440]   Need things that are harder.
[01:13:03.440 --> 01:13:06.200]   Why would you buy something based on somebody's tweet?
[01:13:06.200 --> 01:13:07.200]   I don't get that.
[01:13:07.200 --> 01:13:10.200]   Oh, because you're maybe an idiot, I mean...
[01:13:10.200 --> 01:13:11.200]   An idiot.
[01:13:11.200 --> 01:13:15.040]   I like to go to Amazon when I buy something and actually shop a little bit.
[01:13:15.040 --> 01:13:17.080]   Look at the alternative possibilities.
[01:13:17.080 --> 01:13:18.840]   Look at the reviews.
[01:13:18.840 --> 01:13:22.640]   I always read the one-star reviews and see if the guy just doesn't know what he's talking
[01:13:22.640 --> 01:13:23.640]   about.
[01:13:23.640 --> 01:13:27.440]   Well, there's an interesting story about that.
[01:13:27.440 --> 01:13:28.440]   Okay.
[01:13:28.440 --> 01:13:33.320]   There is a guy who wrote a negative review of a router.
[01:13:33.320 --> 01:13:36.200]   Actually, this is kind of...
[01:13:36.200 --> 01:13:38.000]   To me, this raises some interesting issues.
[01:13:38.000 --> 01:13:42.040]   The router is from a company called MediaLink.
[01:13:42.040 --> 01:13:46.440]   MediaBridge Products took Umbridge at the negative review.
[01:13:46.440 --> 01:13:47.440]   They do that.
[01:13:47.440 --> 01:13:50.640]   Threatened to sue the guy for a libel.
[01:13:50.640 --> 01:13:52.680]   It's got him to change the review.
[01:13:52.680 --> 01:13:56.560]   Then Amazon weighed in and said, "We are not selling MediaBridge Products."
[01:13:56.560 --> 01:13:57.560]   Good for them.
[01:13:57.560 --> 01:13:59.720]   I hate these companies that do that.
[01:13:59.720 --> 01:14:00.720]   That's very common.
[01:14:00.720 --> 01:14:04.760]   You run into some litigious company and they're so thin-skinned.
[01:14:04.760 --> 01:14:11.160]   They expect some Joker, some negative review in an online forum like the Amazon reviews.
[01:14:11.160 --> 01:14:15.800]   They get so thin skin they sue you, this is not a company that you want to do business
[01:14:15.800 --> 01:14:16.800]   with.
[01:14:16.800 --> 01:14:17.800]   Well, okay.
[01:14:17.800 --> 01:14:18.800]   It's not killing them.
[01:14:18.800 --> 01:14:19.800]   There's...
[01:14:19.800 --> 01:14:21.520]   I don't know that negative reviews have that much impact.
[01:14:21.520 --> 01:14:23.760]   But here's the thing.
[01:14:23.760 --> 01:14:27.040]   Now I'm going to add the other side of this story.
[01:14:27.040 --> 01:14:28.520]   Uh-oh.
[01:14:28.520 --> 01:14:38.840]   But the MediaBridge Company said is the review is libelous because he refers to two facts
[01:14:38.840 --> 01:14:39.840]   that are not true.
[01:14:39.840 --> 01:14:47.160]   One, he asserts that we are posting reviews, uh, fallacious reviews of our own.
