
[00:00:00.000 --> 00:00:01.360]   (upbeat music)
[01:18:27.680 --> 01:18:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:18:57.680 --> 01:19:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:19:27.680 --> 01:19:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:19:57.680 --> 01:20:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:20:27.680 --> 01:20:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:20:57.680 --> 01:21:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:21:27.680 --> 01:21:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:21:57.680 --> 01:22:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:22:27.680 --> 01:22:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:22:57.680 --> 01:23:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:23:27.680 --> 01:23:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:23:57.680 --> 01:24:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:24:27.680 --> 01:24:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:24:57.680 --> 01:25:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:25:27.680 --> 01:25:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:25:57.680 --> 01:26:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:26:27.680 --> 01:26:57.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
[01:26:57.680 --> 01:27:27.680]   like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like, I'm going to be like,
