;FFMETADATA1
title=Jiggery Pokery
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=229
genre=Podcast
comment=http://www.twit.tv/twig
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:01.300]   It's time for Twig.
[01:09:15.320 --> 01:09:19.480]   uh... google is reading its own smart thermostat just like
[01:09:19.480 --> 01:09:21.240]   nest
[01:09:21.240 --> 01:09:23.440]   this is of course more signals
[01:09:23.440 --> 01:09:26.660]   how how how how hot is your house
[01:09:26.660 --> 01:09:27.560]   uh...
[01:09:27.560 --> 01:09:30.620]   this is from the information Jessica lessons new blog
[01:09:30.620 --> 01:09:33.680]   i i paid for so i can report on it
[01:09:33.680 --> 01:09:37.840]   the uh... it's called energy sense googles collecting volunteers to check test
[01:09:37.840 --> 01:09:39.180]   them
[01:09:39.180 --> 01:09:40.840]   uh... an
[01:09:40.840 --> 01:09:44.440]   paralea is a did power meter before which was
[01:09:44.440 --> 01:09:46.720]   a uh... web dashboard
[01:09:46.720 --> 01:09:50.960]   so i remember power me actually does does the chat room no where
[01:09:50.960 --> 01:09:56.520]   google is finding these volunteers where do you go sign up how can we sign up yeah
[01:09:56.520 --> 01:09:59.120]   anybody chattor again what's in
[01:09:59.120 --> 01:10:02.240]   what is the sound what's in makes when it's a thinking
[01:10:02.240 --> 01:10:03.240]   thinking
[01:10:03.240 --> 01:10:04.920]   working
[01:10:04.920 --> 01:10:07.000]   you i've seen ads now i'd be doing ads
[01:10:07.000 --> 01:10:10.560]   what's it was helping the n_s_a_ for a while now at now uh... they've got ads for
[01:10:10.560 --> 01:10:12.960]   what what other stuff what's doing
[01:10:12.960 --> 01:10:15.040]   is it is what's in one thing or is it a
[01:10:15.040 --> 01:10:20.800]   platform what is what is what's in is it's kind of what's seems very busy
[01:10:20.800 --> 01:10:22.680]   student a lot of research
[01:10:22.680 --> 01:10:25.600]   it's a it's a talk it is basically a is a toolkit
[01:10:25.600 --> 01:10:28.120]   can run it on different computers
[01:10:28.120 --> 01:10:29.320]   i would like to see
[01:10:29.320 --> 01:10:33.400]   is a hoodie based framework that that tries to man work out what's going on
[01:10:33.400 --> 01:10:35.960]   what's in his hoodoo
[01:10:35.960 --> 01:10:39.200]   well i know how to do
[01:10:39.200 --> 01:10:43.660]   i'd like to see what's in combined with one of these new google boston dynamics
[01:10:43.660 --> 01:10:44.600]   robots
[01:10:44.600 --> 01:10:47.800]   where what's in has to actually hit the button
[01:10:47.800 --> 01:10:49.040]   in jeopardy
[01:10:49.040 --> 01:10:52.200]   and i don't think that's that i don't think what's in would do as well as it
[01:10:52.200 --> 01:10:55.080]   had to compete for speed for that's right
[01:10:55.080 --> 01:10:58.960]   that's right on it i want to re-match is he those poor schmuck's with the button
[01:10:58.960 --> 01:11:00.840]   like crazy and never get it
[01:11:00.840 --> 01:11:05.680]   so apparently the google play store has some apps these are called energy sense
[01:11:05.680 --> 01:11:07.120]   apps
[01:11:07.120 --> 01:11:09.160]   that uh...
[01:11:10.160 --> 01:11:13.360]   sense energy efficiency create awareness among users and raise events
[01:11:13.360 --> 01:11:16.440]   these are not from google but they are in the app store
[01:11:16.440 --> 01:11:21.760]   uh... i'm not sure if this is related to what google is up to
[01:11:21.760 --> 01:11:23.600]   but uh...
[01:11:23.600 --> 01:11:29.360]   amira friday writing for the uh... information uh... refers to them
[01:11:29.360 --> 01:11:33.880]   i think i think this thermostat is just a tip of the iceberg for a larger push by
[01:11:33.880 --> 01:11:37.880]   google and lots of companies into both home home automation and the internet of
[01:11:37.880 --> 01:11:38.960]   things
[01:11:38.960 --> 01:11:43.920]   where it's not just thermostats and and and nest for example has this incredible
[01:11:43.920 --> 01:11:45.800]   credibly great actually
[01:11:45.800 --> 01:11:48.220]   smoke detectors by i took my nests out
[01:11:48.220 --> 01:11:49.200]   yeah did you
[01:11:49.200 --> 01:11:50.200]   yeah
[01:11:50.200 --> 01:11:53.800]   yet kept turning on the heat
[01:11:53.800 --> 01:11:56.160]   you know sometimes smart things are not
[01:11:56.160 --> 01:11:59.400]   there's a right i just want to dumb thermostat when it's cold i turn the heat
[01:11:59.400 --> 01:12:00.640]   on
[01:12:00.640 --> 01:12:02.680]   i don't need to save you any money
[01:12:02.680 --> 01:12:06.960]   it says it save me money but i have a wino
[01:12:06.960 --> 01:12:09.160]   it's smarter than me
[01:12:09.160 --> 01:12:11.840]   yeah i didn't put it in the new house but the you know what you know where the
[01:12:11.840 --> 01:12:14.720]   uh... you know where the camels knows that of the tennis is my uh...
[01:12:14.720 --> 01:12:16.640]   microsoft xbox one yeah
[01:12:16.640 --> 01:12:20.480]   which really can is pretty damn smart guy talk to it and
[01:12:20.480 --> 01:12:23.360]   i wouldn't you know the key of the thing that's missing
[01:12:23.360 --> 01:12:25.720]   uh... is the connection
[01:12:25.720 --> 01:12:29.280]   there's no standard for how these things talk to one's right that's right and
[01:12:29.280 --> 01:12:32.920]   there's a the home automation market is an enormous market very fraction everything
[01:12:32.920 --> 01:12:36.120]   is moving right there's the there's the big like the big bein
[01:12:36.120 --> 01:12:39.000]   like companies have to come install it for you or you have to be a right at
[01:12:39.000 --> 01:12:42.440]   home automation genius or you gotta buy those five you know there's expensive
[01:12:42.440 --> 01:12:46.120]   plugs exactly every damn appliance right and then there's the smartphone
[01:12:46.120 --> 01:12:50.160]   controlled world which on kickstarter is just an amazing thriving we should do
[01:12:50.160 --> 01:12:51.680]   a show we are going to do a home
[01:12:51.680 --> 01:12:53.680]   automatically yes yes
[01:12:53.680 --> 01:12:55.080]   you choose yes
[01:12:55.080 --> 01:12:57.000]   you can use my house as an example
[01:12:57.000 --> 01:13:01.400]   there you can have a nice and will show me locked out in the middle of the
[01:13:01.400 --> 01:13:06.360]   night it's raining and i can house open house open
[01:13:06.360 --> 01:13:08.480]   house open
[01:13:08.480 --> 01:13:11.440]   that's the problem everybody was any experience of these things that was that
[01:13:11.440 --> 01:13:14.520]   you know even the hue lights which i like a lot the idea of the controlling
[01:13:14.520 --> 01:13:15.960]   lights via wifi
[01:13:15.960 --> 01:13:19.360]   have a little flaw with the power goes out they turn on full bright as soon as
[01:13:19.360 --> 01:13:21.120]   it comes back in the middle of the night
[01:13:21.120 --> 01:13:23.080]   i wake up in the lights are on
[01:13:23.080 --> 01:13:28.200]   and i was and i it's like what it's like suddenly blaring bright my better
[01:13:28.200 --> 01:13:31.480]   and i'm reaching for my phone trying to find the he who have to turn off the
[01:13:31.480 --> 01:13:32.060]   lights
[01:13:32.060 --> 01:13:36.600]   the least has a good sense just to flip the switch
[01:13:36.600 --> 01:13:38.080]   all
[01:13:38.080 --> 01:13:40.520]   didn't think of that
[01:13:40.520 --> 01:13:46.080]   zigby uh... is he uses zigby z_i_g_ b double e
[01:13:46.080 --> 01:13:49.600]   uh... and there are a lot of things that do zigby but there's other standards
[01:13:49.600 --> 01:13:53.000]   to and it doesn't seem like there's any standard for any of this
[01:13:53.000 --> 01:13:56.240]   and i have the feeling that i'd be can apples i'd be can they're indoor so
[01:13:56.240 --> 01:13:59.360]   out here i think that's going to be a home automation
[01:13:59.360 --> 01:14:03.800]   play eventually because every apple device uh... of a certain vintages
[01:14:03.800 --> 01:14:07.240]   and i'd be can transmitter and so you can walk around the house and all know
[01:14:07.240 --> 01:14:10.480]   where you are so goes for sure doing this because they've got the speech
[01:14:10.480 --> 01:14:11.200]   recognition
[01:14:11.200 --> 01:14:13.680]   but also remember when they were showing the queue
[01:14:13.680 --> 01:14:18.440]   at that uh... google i_o_ and they showed you waving your cd over it
[01:14:18.440 --> 01:14:20.680]   and they would know all the songs you had there was
[01:14:20.680 --> 01:14:23.920]   right it seems like google's got a lot of the pieces of this puzzle the other
[01:14:23.920 --> 01:14:28.400]   signals you have to have a friend of mine who's a professor v_e_ of rutgers
[01:14:28.400 --> 01:14:31.280]   talks about how every appliance this is well-known
[01:14:31.280 --> 01:14:33.640]   a reply and says signature
[01:14:33.640 --> 01:14:37.320]   so looking at your power pattern you can see what appliances are on for how
[01:14:37.320 --> 01:14:38.800]   long what time of the day
[01:14:38.800 --> 01:14:41.920]   right now that's already that's already data that's there and available for the
[01:14:41.920 --> 01:14:44.720]   grabbing
[01:14:44.720 --> 01:14:46.880]   it's a it's an incredible i really think
[01:14:46.880 --> 01:14:50.240]   we should do a show on that that i want to do a little talk let's talk about
[01:14:50.240 --> 01:14:53.720]   how much fun i think i was a little bit of a
[01:14:53.720 --> 01:14:55.040]   world's fair
[01:14:55.040 --> 01:14:56.920]   hahahaha
[01:14:56.920 --> 01:15:00.160]   someday all your phone calls will be video calls
[01:15:00.160 --> 01:15:04.120]   chromecast gets smarter in fact it may get ultimately get completely open right
[01:15:04.120 --> 01:15:05.760]   now googles the gatekeeper
[01:15:05.760 --> 01:15:08.600]   uh... we mentioned last week all the new apps now the latest word is that there
[01:15:08.600 --> 01:15:11.600]   will be an s_d_k_ early next year that will allow anybody who wants to grow
[01:15:11.600 --> 01:15:12.400]   an able
[01:15:12.400 --> 01:15:17.880]   crumbcast enable an app to do so without googles permission so stand back
[01:15:17.880 --> 01:15:20.760]   as i was that was the because i played with the old s_d_k_ in the problem was you
[01:15:20.760 --> 01:15:21.800]   had to
[01:15:21.800 --> 01:15:25.040]   if the press was very come to the rescue app google
[01:15:25.040 --> 01:15:28.880]   uh... and then you have to do some degree pokary to the each crumbcast you
[01:15:28.880 --> 01:15:30.160]   wanted to play on
[01:15:30.160 --> 01:15:32.040]   to authorize that app as well
[01:15:32.040 --> 01:15:37.320]   and so to actually get it working was was was quite annoying and made it
[01:15:37.320 --> 01:15:40.280]   not worth doing to distribute anything because you should agree pokary was the
[01:15:40.280 --> 01:15:41.720]   dance they were doing as fizzy wigs
[01:15:41.720 --> 01:15:47.560]   and i've heard it stops or there will be a few people
[01:15:47.560 --> 01:15:50.720]   it's dispelled jiggery pokary
[01:15:50.720 --> 01:15:54.480]   is this this is obviously when i get from going to the london for a week from
[01:15:54.480 --> 01:15:58.600]   my public schools that's the public schools it's all it is and that's an it's
[01:15:58.600 --> 01:16:01.400]   and that's in indian is a minute jiggery pokary
[01:16:01.400 --> 01:16:05.720]   yeah that's that that seems to be pokary then it makes sense
[01:16:05.720 --> 01:16:08.400]   uh... you've said you have you had to like
[01:16:08.400 --> 01:16:12.120]   register a thing with google that would take a day and you have to register
[01:16:12.120 --> 01:16:16.080]   a domain and a u_r_l_ with them to for you to put your page on
[01:16:16.080 --> 01:16:17.800]   and then you have to
[01:16:17.800 --> 01:16:21.400]   do some complicated thing where you log into each crumbcast and bless that
[01:16:21.400 --> 01:16:22.760]   europeas well
[01:16:22.760 --> 01:16:26.840]   to bless it on the service of the club is on the client side to play back
[01:16:26.840 --> 01:16:30.680]   but then then you could write and crumbcast stuff
[01:16:30.680 --> 01:16:33.480]   uh... having a little s_k_ will be a would be a big win for that i think
[01:16:33.480 --> 01:16:35.920]   because i think it's a bit it's very you know
[01:16:35.920 --> 01:16:39.680]   the actual idea is it is actually very well thought out it is basically it's
[01:16:39.680 --> 01:16:41.120]   running a web browser
[01:16:41.120 --> 01:16:44.360]   you send it a web page and then there's a protocol for you to talk back and
[01:16:44.360 --> 01:16:47.280]   forth from the device you're holding to the web page
[01:16:47.280 --> 01:16:50.320]   this being displayed on the crime cost is dial right this is this is an open
[01:16:50.320 --> 01:16:52.200]   standard dial
[01:16:52.200 --> 01:16:53.160]   uh...
[01:16:53.160 --> 01:16:56.080]   it's kind of it's got some of a little stuff that there's on it as well yes
[01:16:56.080 --> 01:16:58.840]   discovery and launch
[01:16:58.840 --> 01:17:02.000]   but also and you know they've they've they've they were using bit
[01:17:02.000 --> 01:17:04.080]   bits of web rt c in it
[01:17:04.080 --> 01:17:06.720]   but also they had their own wrap around that as well so if they're smart they'll
[01:17:06.720 --> 01:17:07.840]   make it more
[01:17:07.840 --> 01:17:10.960]   uh... you know to just use the web i_d_c_ stuff as that gets more mature and
[01:17:10.960 --> 01:17:12.280]   use that directly
[01:17:12.280 --> 01:17:14.720]   but part of the part of the family of it was that
[01:17:14.720 --> 01:17:15.960]   and said that that
[01:17:15.960 --> 01:17:18.000]   use case i was using it for was
[01:17:18.000 --> 01:17:20.720]   uh... i had a web slideshow
[01:17:20.720 --> 01:17:22.080]   uh... you know presentation
[01:17:22.080 --> 01:17:24.980]   app and i was used sending that to the uh...
[01:17:24.980 --> 01:17:27.240]   crumbcast so i can advance the slides from
[01:17:27.240 --> 01:17:28.960]   from the the phone or whatever
[01:17:28.960 --> 01:17:30.480]   so you can
[01:17:30.480 --> 01:17:32.480]   get get around that that whole issue
[01:17:32.480 --> 01:17:33.480]   and then
[01:17:33.480 --> 01:17:36.160]   in rather so rather than send saying
[01:17:36.160 --> 01:17:39.320]   clone my screen from whatever i'm holding to this thing
[01:17:39.320 --> 01:17:42.760]   you can say go to this page and let me manipulate that page from the thing i'm
[01:17:42.760 --> 01:17:43.480]   holding
[01:17:43.480 --> 01:17:46.200]   which i think is is actually more useful than the
[01:17:46.200 --> 01:17:48.440]   uh... the broadcast your screen what
[01:17:48.440 --> 01:17:52.680]   that a little bit harder to understand
