;FFMETADATA1
title=One Nil to the Arsenal
artist=Leo Laporte, Alex Lindsay, Andy Ihnatko, Jason Snell
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2022-11-29
track=846
language=English
genre=Podcast
comment=Musk vs Apple, China, Manchester United
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:05.720]   It's time for Mac break weekly Jason Snell and Ian Oco Alex Lindsey are all here
[01:25:01.640 --> 01:25:05.400]   Some great teams in france too like there's there are a lot of great teams in europe
[01:25:05.400 --> 01:25:08.920]   And they have the money to spend and so that ends up being where they're going
[01:25:08.920 --> 01:25:13.720]   But yeah in terms of the grass roots there are a lot of great players in south america and africa and europe and
[01:25:13.720 --> 01:25:17.320]   gradually from um from north and central america
[01:25:17.320 --> 01:25:20.120]   All right, i'll let you get back to the game. Uh meanwhile
[01:25:20.120 --> 01:25:24.520]   It's a nail biter here. It is a nail biter isn't it?
[01:25:24.520 --> 01:25:27.080]   You're watching it too, Alex
[01:25:27.080 --> 01:25:29.880]   I just see the stats. Oh, I saw we I opened it up
[01:25:29.880 --> 01:25:33.800]   No, we in my defense. I opened it up what we started talking so I could see like are they still playing?
[01:25:33.800 --> 01:25:36.760]   How many how many how many minutes are in a soccer games?
[01:25:36.760 --> 01:25:40.040]   90 plus plus plus
[01:25:40.040 --> 01:25:42.680]   Top of that time a random
[01:25:42.680 --> 01:25:45.080]   Stop it. I'm gonna add another six minutes. You know again
[01:25:45.080 --> 01:25:51.800]   I'm an awful american here to say could you wire up the referee stopwatch to the scoreboards so that we can see the time
[01:25:51.800 --> 01:25:56.520]   That was the real time and the answer is no no no we don't do that. Yeah, okay. I guess
[01:25:56.840 --> 01:25:58.840]   Also, I want to hear the referees talk
[01:25:58.840 --> 01:26:03.960]   You know, that's one good thing about football what they did that if many years ago they started miking up the referees
[01:26:03.960 --> 01:26:07.480]   I like to hear the like what the penalty was. What did you do wrong?
[01:26:07.480 --> 01:26:12.920]   I enjoy when those referees talked they're like now boys. I know that you just smashed into each other
[01:26:12.920 --> 01:26:16.280]   But I need to you need to stop it now. I want to hear it out
[01:26:16.280 --> 01:26:22.200]   Is there only one guy referee on the field running around? Yeah, that's another problem. I think
[01:26:22.200 --> 01:26:25.960]   We can fix this americans can fix this
[01:26:26.760 --> 01:26:28.440]   It can fix this. Yes. Good luck to us
[01:26:28.440 --> 01:26:32.680]   And I just want to see the bench. I don't understand why don't they show the bench?
[01:26:32.680 --> 01:26:37.160]   I want to see the bench put the bench on the other side if you only want to shoot from one side
[01:26:37.160 --> 01:26:43.080]   Let's see the I want to see the coach. We never see the coach going tearing his hair out throwing his surface
[01:26:43.080 --> 01:26:46.040]   Once they do very rarely that does that does happen. Yeah
[01:26:46.040 --> 01:26:51.480]   You just got to have a you know photogenic coach. They do that for me all the time
[01:26:51.720 --> 01:26:56.760]   Do they you look you're looking for the style and panache of the of soccer's bill benichuk on the sideline?
[01:26:56.760 --> 01:27:01.480]   Yeah, I want to see a guy with his what's sleeve kind of off on his rat ratty man united
[01:27:01.480 --> 01:27:03.720]   hoodie sweatshirt. Yeah
[01:27:03.720 --> 01:27:05.960]   apple has
[01:27:05.960 --> 01:27:06.840]   uh
[01:27:06.840 --> 01:27:08.680]   lost
[01:27:08.680 --> 01:27:14.200]   Well, they're settling anyway the butterfly keyboard lawsuit. You'll be happy to know andrew
[01:27:14.200 --> 01:27:15.960]   Um
[01:27:15.960 --> 01:27:19.080]   The judge of california federal judges approved apples plan to pay
[01:27:19.320 --> 01:27:23.640]   $50 million so that means you might get a bag of pop champs. I don't know
[01:27:23.640 --> 01:27:27.240]   Yeah, you get a dollar 13.6 million in attorney fees
[01:27:27.240 --> 01:27:33.640]   2 million in litigation costs 1.4 million in settlement administration do the math
[01:27:33.640 --> 01:27:39.560]   As I yeah, there's a goodly um out left uh about 30 million dollars to distribute
[01:27:39.560 --> 01:27:42.200]   Uh to all of us who suffered
[01:27:42.200 --> 01:27:45.000]   Suffered the butterfly uh key
[01:27:46.040 --> 01:27:51.800]   Uh, they initially greeted the settlement about halfway through the year, uh, but they uh, but they were waiting for approval
[01:27:51.800 --> 01:27:55.320]   Uh from the judge. So believe it or not
[01:27:55.320 --> 01:28:01.080]   Uh awards to customers from the settlement will be based on the number of repairs required
[01:28:01.080 --> 01:28:03.080]   How many times did you have to bring it in andy?
[01:28:03.080 --> 01:28:10.760]   Amounts of up to $395 for those who had two or more top case replacements
[01:28:10.760 --> 01:28:15.480]   Yeah, because remember this wasn't just you know people like me complaining about how it was
[01:28:15.560 --> 01:28:18.840]   untypable for with with one handle of a little like it
[01:28:18.840 --> 01:28:25.160]   It was it was because when dust got in there that thing was gonna break and one and they and apple was not
[01:28:25.160 --> 01:28:27.720]   Uh very very forthcoming about how
[01:28:27.720 --> 01:28:33.480]   And because of the way these things are built. It's like, oh well gosh. There's a there's a there's a
[01:28:33.480 --> 01:28:40.600]   B's eyelash underneath your letter a key. That's gonna cost 890 for an entire lower case
[01:28:41.240 --> 01:28:47.480]   Battery trackpad replacement like no, that's that's a crappy keyboard. Yeah, that's and people have and people having to
[01:28:47.480 --> 01:28:52.120]   Basically get well all we can do for you is give you the same crappy keep a new version
[01:28:52.120 --> 01:28:57.080]   Excuse me and an unbroken version of the exact same crappy keyboard. It's gonna happen again. So
[01:28:57.080 --> 01:28:59.960]   You like to you like to have
[01:28:59.960 --> 01:29:01.480]   You want people
[01:29:01.480 --> 01:29:08.280]   I'm glad enough that apple like reversed their decision on this keyboard, but it is there's a certain satisfaction for consumers that
[01:29:08.680 --> 01:29:12.680]   Yeah, there now there's a legal document that says that yeah, this was terrible
[01:29:12.680 --> 01:29:16.360]   We knew it was terrible and we had a stick with it and people paid the price. All right
[01:29:16.360 --> 01:29:19.880]   We know that it's the final minutes of the game
[01:29:19.880 --> 01:29:26.280]   So let's go to play the show. Oh, so that you can watch the end. That's why we podcast
[01:29:26.280 --> 01:29:31.000]   Right so people can listen to it later. John's also watching Ashley. You're also watching it
[01:29:31.000 --> 01:29:35.080]   I can't help when you're watching it. Oh, I'm not what me who me? I mean
[01:29:35.080 --> 01:29:38.040]   You have on your screen
[01:29:38.040 --> 01:29:40.040]   Picture in picture, baby
[01:29:40.040 --> 01:29:47.240]   I'll have you know that I you know I have been on this week in tech even though
[01:29:47.240 --> 01:29:53.560]   A major candle pin bowling hitch bowling tournament. Oh man. I t-vode that okay
[01:29:53.560 --> 01:30:00.840]   People don't roll candle pin anywhere but Rhode Island, right? No, it's it's it's no still full full on New England thing
[01:30:00.840 --> 01:30:04.520]   It's like yeah, it was it was that's why if apple, you know
[01:30:05.240 --> 01:30:09.800]   If you want to round up to the nearest like ten thousand dollars after you buy the soccer league
[01:30:09.800 --> 01:30:12.440]   You could probably buy like new england candle pin bowling league
[01:30:12.440 --> 01:30:16.200]   This used to be a really big tv show every Saturday morning
[01:30:16.200 --> 01:30:21.560]   Candlepins for candles and for cash the halo jackpot, you know four horseman left side kev buries
[01:30:21.560 --> 01:30:27.160]   Tell me the reason man united is so expensive as it was bought by americans who leveraged it with huge debt
[01:30:27.160 --> 01:30:29.880]   Oh great
[01:30:29.880 --> 01:30:32.040]   Well, we we ruined everything
[01:30:34.120 --> 01:30:39.400]   Who who who who are you as what do they call it a supporter? Who do you support?
[01:30:39.400 --> 01:30:41.560]   Uh, Jason are you oh?
[01:30:41.560 --> 01:30:47.160]   Uh, well, it's it's arsenal which you'll love this lea one of their big chance is
[01:30:47.160 --> 01:30:54.600]   One nil to the arsenal. That's the dream one nil. They just want to wait the dream the slimmest for arsenal
[01:30:54.600 --> 01:30:59.800]   Possible is that what you're saying? Yeah, one oh we can get like one goal and I hope it's us
[01:31:00.600 --> 01:31:06.440]   Jason what is it is there a slaughter rule and is it like well if you're ahead by by two goals
[01:31:06.440 --> 01:31:11.000]   We're just gonna call it. Let's let's let's leave this other team leave with the pitch with their dignity
[01:31:11.000 --> 01:31:14.760]   No, there was a world cup match that was just seven nil the other day
[01:31:14.760 --> 01:31:20.840]   It's like it's gold differential is a thing actually one of the tiebreakers and in soccer is your gold differential
[01:31:20.840 --> 01:31:23.240]   So if you can pour it on the other team you do it
[01:31:23.240 --> 01:31:27.480]   It doesn't have her happen. I mean it happens rarely, but you do get occasionally you'll get those
[01:31:28.040 --> 01:31:33.240]   6 twos where they snuck in a couple at the end just for kicks. I mean literally
[01:31:33.240 --> 01:31:38.600]   Uh, and by the way apple is not buying Walt Disney so stop thinking of
[01:31:38.600 --> 01:31:43.560]   Stop thinking that that was another really funny crazy room was like what the hell?
[01:31:43.560 --> 01:31:47.640]   Well, you Alex has been lobbying for this for you
[01:31:47.640 --> 01:31:50.360]   I don't think they should now but I think they should have a while ago
[01:31:50.360 --> 01:31:54.200]   I think that it would have been there was a lot of good reasons for apple to do it in the past
[01:31:54.600 --> 01:31:58.200]   I think that uh Disney's too large and too unmanageable at this point
[01:31:58.200 --> 01:32:00.760]   I mean, I don't even you know, I don't I don't think it's nearly the investment
[01:32:00.760 --> 01:32:06.440]   It was five years ago and I know I cannot show the game, but I can show a picture of
[01:32:06.440 --> 01:32:09.720]   soccer balls being charged up
[01:32:09.720 --> 01:32:13.720]   There you go before this sport. That's the future
[01:32:13.720 --> 01:32:15.720]   White bear
[01:32:15.720 --> 01:32:16.760]   Yeah
[01:32:16.760 --> 01:32:18.760]   Yeah
[01:32:18.760 --> 01:32:24.280]   You talk about the NFL that's gonna be a big thing for the NFL because that is a remember a sport where the placement of a ball
[01:32:24.680 --> 01:32:29.320]   Across an imaginary invisible plane is relevant in the rules and they just have to be like yeah
[01:32:29.320 --> 01:32:35.640]   It probably broke the plane sure and now they know that they will be able to put those in the ball and they'll know it broke the plane
